0	1
1	11
1	13
2	3
3	8
3	11
3	12
4	5
5	6
5	7
5	8
7	9
7	10
9	10
10	19
10	20
10	21
12	15
13	14
13	15
13	16
13	17
13	18
14	74
15	16
15	17
15	74
16	17
17	75
18	93
20	23
21	22
21	24
21	25
21	26
21	27
23	29
23	30
23	31
25	28
26	27
27	28
27	29
27	43
28	32
28	35
28	36
30	31
30	37
31	38
31	75
32	33
32	34
33	34
34	35
34	40
34	41
34	42
35	36
35	47
36	48
37	38
37	39
38	78
38	79
39	49
39	51
39	78
39	80
39	84
39	85
41	42
42	47
42	52
42	53
43	44
43	45
43	46
44	51
45	46
46	48
46	49
49	50
50	51
51	54
51	55
51	56
51	57
52	53
53	54
53	58
53	60
53	61
53	62
54	58
55	56
55	63
56	85
56	86
56	87
56	88
56	89
57	64
57	67
57	68
57	69
57	70
59	60
62	65
63	64
63	65
64	65
64	66
64	70
64	71
65	72
65	73
68	69
68	70
69	70
70	71
70	90
75	76
75	77
77	80
77	94
77	95
77	97
78	80
79	81
79	83
80	81
80	82
81	83
81	98
81	99
82	97
84	85
86	88
86	89
86	109
86	110
86	112
86	113
86	114
87	88
88	100
88	103
88	109
88	110
89	90
91	92
91	93
92	96
92	126
93	94
95	96
96	123
96	126
96	127
97	131
97	134
97	135
99	100
100	101
100	102
101	102
102	103
102	104
102	105
102	106
102	107
103	104
103	105
103	107
103	108
103	109
104	105
104	107
104	108
105	107
105	111
106	107
106	136
106	139
109	110
109	114
109	115
112	113
112	114
112	116
112	117
113	114
114	118
114	119
114	120
118	119
118	120
119	120
121	122
122	123
123	126
124	125
125	128
127	128
127	129
128	129
128	130
128	131
130	131
131	132
131	133
133	136
136	138
136	139
136	140
136	141
136	142
137	138
138	143
140	141
142	144
144	145
