ID, Name,Voltage [KV],Demand [MW],Load Freq Coeff [WMs],Country,Population Prop,Longitude,Latitude
1,Laufenburg 380,380,119.8,0.0057223,CH,0.013871,7.9651,47.4949
2,Beznau 380,380,154.4,0.0073728,CH,0.017872,8.2727,47.4801
3,Unlabeled_1 380,380,95.4,0.0045545,CH,0.01104,7.5916,47.3239
4,Gosgen 380,380,120.8,0.0057664,CH,0.013978,7.8992,47.376
5,Unlabeled_2 380,380,79.9,0.0038168,CH,0.0092521,7.7786,47.5114
6,Kuhmoos 380,380,76.8,0.0036689,DE,0.0011169,7.9321,47.5988
7,Gurtweil 380,380,129.3,0.0061757,DE,0.00188,8.1519,47.7098
8,Tiengen 380,380,125.2,0.0059776,DE,0.0018197,8.2068,47.6506
9,Leibstadt 380,380,152,0.0072554,CH,0.017588,8.1738,47.5246
10,Laufenburg 220,220,39.9,0.0019074,CH,0.0046237,7.9651,47.4949
11,Breite 380,380,174.7,0.0083426,CH,0.020223,8.6133,47.4281
12,Beznau 220,220,51.5,0.0024576,CH,0.0059574,8.2727,47.4801
13,Bickigen 380,380,104.4,0.0049847,CH,0.012083,7.6465,47.0776
14,Bassecourt 380,380,124.9,0.0059637,CH,0.014456,7.196,47.3612
15,Ormalingen 380,380,80.3,0.0038334,CH,0.0092924,7.7673,47.3835
16,Mettlen 380,380,129.1,0.0061636,CH,0.014941,8.2947,47.1449
17,Gosgen 220,220,40.3,0.0019221,CH,0.0046594,7.8992,47.376
18,Asphard 380,380,78.7,0.0037597,CH,0.0091137,7.7124,47.5172
19,Unlabeled_3 380,380,69.2,0.0033031,DE,0.0010055,7.6131,47.6262
20,Wehr 380,380,76.2,0.003639,DE,0.0011078,7.8772,47.7098
21,Eichstetten 380,380,94,0.0044901,DE,0.0013669,7.7124,48.1001
22,Kuhmoos 220,220,25.6,0.001223,DE,0.00037229,7.9321,47.5988
23,Unlabeled_4 380,380,132.1,0.0063064,DE,0.0019198,8.5034,47.9605
24,Gurtweil 220,220,43.1,0.0020586,DE,0.00062667,8.1519,47.7098
25,Herbertingen 380,380,111.3,0.0053128,DE,0.0016173,9.3933,48.034
26,Tiengen 220,220,41.7,0.0019925,DE,0.00060657,8.2068,47.6506
27,Oftringen 220,220,34.8,0.0016592,CH,0.0040221,7.8003,47.2941
28,Grynau 380,380,147.4,0.0070393,CH,0.017064,9.0417,47.2196
29,Mapragg 380,380,30.4,0.0014501,CH,0.0035152,9.2834,46.9052
30,Breite 220,220,58.2,0.0027809,CH,0.006741,8.6133,47.4281
31,Unlabeled_5 220,220,55.4,0.0026445,CH,0.0064104,8.4705,47.4801
32,Birr 220,220,52.6,0.0025111,CH,0.0060872,8.1628,47.4355
33,Creux de Chippis 380,380,45.2,0.0021602,CH,0.0052366,7.5586,46.3393
34,Bickigen 220,220,34.8,0.0016616,CH,0.0040277,7.6465,47.0776
35,Unlabeled_6 380,380,138.7,0.0066211,FR,0.0016994,7.405,47.6422
36,Mambelin 380,380,145.2,0.0069313,FR,0.001779,6.5918,47.3835
37,Pieterlen 380,380,120.3,0.0057427,CH,0.013921,7.262,47.1972
38,Unlabeled_7 380,380,82.9,0.0039591,CH,0.0095971,7.6025,47.4058
39,Unlabeled_8 380,380,38.8,0.0018519,CH,0.0044892,8.6353,46.8376
40,Ingenbohl 380,380,109.9,0.0052488,CH,0.012723,8.5803,47.0177
41,Altgass 380,380,143,0.0068271,CH,0.016549,8.5583,47.2121
42,Obfelden 380,380,148.8,0.0071053,CH,0.017224,8.3386,47.3016
43,Unlabeled_9 380,380,117.3,0.0056024,CH,0.013581,8.1738,47.0776
44,Mettlen 220,220,43,0.0020545,CH,0.0049803,8.2947,47.1449
45,Flumenthal 220,220,32.1,0.0015349,CH,0.0037207,7.5366,47.2792
46,Sierentz 380,380,137.7,0.006573,FR,0.0016871,7.4158,47.6432
47,Muhlbach 380,380,156.7,0.0074812,FR,0.0019202,7.3938,47.8942
48,Karlsruhe West 380,380,129.7,0.0061943,DE,0.0018856,8.3276,49.0091
49,Eichstetten 220,220,31.3,0.0014967,DE,0.00045562,7.7124,48.1001
50,Schworstadt 220,220,23,0.0010989,DE,0.00033453,7.8223,47.5765
51,Trossingen 380,380,132.6,0.0063335,DE,0.001928,8.5254,48.0781
52,Engstlatt 380,380,160.5,0.0076628,DE,0.0023327,8.866,48.2466
53,Unlabeled_10 220,220,46.1,0.0021997,DE,0.00066961,8.877,47.7984
54,Grunkraut 380,380,111.2,0.0053115,DE,0.0016169,9.6021,47.7098
55,Unlabeled_11 380,380,193,0.0092144,DE,0.002805,9.1846,48.4511
56,Rupperswil 220,220,47.1,0.0022491,CH,0.005452,8.053,47.376
57,Lindenholz 220,220,35.5,0.0016931,CH,0.0041041,7.7344,47.2121
58,Winkeln 380,380,137.1,0.0065463,CH,0.015869,9.2615,47.3537
59,Tavanasa 380,380,12.1,0.00057641,CH,0.0013973,8.8879,46.7474
60,Grynau 220,220,49.1,0.0023464,CH,0.0056879,9.0417,47.2196
61,Bonaduz 380,380,17.4,0.00083112,CH,0.0020147,9.2505,46.8226
62,Toss 220,220,58.8,0.0028093,CH,0.0068099,8.7122,47.4949
63,Aathal 220,220,51.4,0.0024556,CH,0.0059526,8.7451,47.2867
64,Riet 220,220,59.5,0.00284,CH,0.0068843,8.6133,47.5469
65,Eglisau 220,220,54.8,0.0026188,CH,0.0063482,8.5034,47.5543
66,Birr 380,380,157.8,0.0075334,CH,0.018262,8.1628,47.4355
67,Creux de Chippis 220,220,15.1,0.00072008,CH,0.0017455,7.5586,46.3393
68,Unlabeled_12 220,220,36.7,0.0017528,CH,0.004249,7.5146,47.13
69,Innertkirchen 220,220,15.4,0.00073602,CH,0.0017842,8.075,46.7173
70,Frasne 380,380,104.5,0.0049879,FR,0.0012802,6.1414,46.8902
71,Mambelin 220,220,48.4,0.0023104,FR,0.00059301,6.5918,47.3835
72,Muhleberg 380,380,103.1,0.0049204,CH,0.011927,7.218,47.0102
73,Lachmatt 380,380,81.9,0.0039088,CH,0.0094752,7.5806,47.4801
74,Plattischachen 380,380,26.4,0.001262,CH,0.0030591,8.6353,46.77
75,Lavorgo 380,380,16,0.00076288,CH,0.0018493,8.8,46.4
76,Samstagern 380,380,137.8,0.0065799,CH,0.01595,8.6792,47.1524
77,Obfelden 220,220,49.6,0.0023684,CH,0.0057413,8.3386,47.3016
78,Littau 380,380,108.8,0.0051958,CH,0.012595,8.2617,47.0177
79,Gerlafingen 220,220,36.5,0.001743,CH,0.0042251,7.4927,47.1897
80,Sierentz 220,220,45.9,0.002191,FR,0.00056235,7.4158,47.6432
81,Unlabeled_13 380,380,172.9,0.0082542,FR,0.0021186,7.3059,48.2686
82,Fessenheim 380,380,143,0.0068264,FR,0.0017521,7.5256,47.8427
83,Logelbach 380,380,137.3,0.0065567,FR,0.0016829,7.24,48.0561
84,Muhlbach 220,220,52.2,0.0024937,FR,0.00064006,7.3938,47.8942
85,Unlabeled_14 380,380,150.8,0.0072008,DE,0.0021921,8.3057,49.4324
86,Philippsburg 380,380,151,0.0072091,DE,0.0021946,8.4155,49.2032
87,Daxlanden 380,380,135.6,0.0064741,DE,0.0019708,8.4265,48.9946
88,Karlsruhe West 220,220,43.2,0.0020648,DE,0.00062855,8.3276,49.0091
89,Weier 220,220,52.9,0.0025243,DE,0.00076843,7.8772,48.502
90,Vogelgrun 220,220,49.6,0.002368,FR,0.00060778,7.4707,48.0414
91,Oberjettingen 380,380,206.3,0.0098502,DE,0.0029986,8.7451,48.5166
92,Stockach 220,220,47.2,0.0022541,DE,0.00068619,8.9648,47.8132
93,Beuren 220,220,47,0.0022455,DE,0.00068356,8.7891,47.791
94,Unlabeled_15 380,380,101.5,0.0048448,DE,0.0014749,9.6625,47.612
95,Metzingen 380,380,192.7,0.0091996,DE,0.0028005,9.2395,48.4875
96,Hoheneck 380,380,203.5,0.0097169,DE,0.002958,9.1296,48.8213
97,Meiningen 380,380,108.4,0.0051735,AT,0.013544,9.624,47.2867
98,Morschwil 380,380,131.3,0.006269,CH,0.015196,9.4153,47.4578
99,Winkeln 220,220,45.7,0.0021821,CH,0.0052896,9.2615,47.3537
100,Ilanz 380,380,15.9,0.00076058,CH,0.0018437,9.0527,46.785
101,Sedrun 380,380,9.2,0.0005,CH,0.0010706,8.6682,46.6193
102,Siebnen 220,220,44.8,0.0021392,CH,0.0051855,8.811,47.115
103,Tierfehd 220,220,21,0.0010007,CH,0.0024258,8.9319,46.9877
104,Sils 380,380,13.8,0.00066082,CH,0.0016019,9.3274,46.6947
105,Sarelli 380,380,33,0.0015745,CH,0.0038166,9.3933,46.9728
106,Bonaduz 220,220,5.8,0.0005,CH,0.00067157,9.2505,46.8226
107,Weinfelden 220,220,64,0.0030537,CH,0.0074024,8.9319,47.5246
108,Schlattingen 220,220,65,0.0031054,CH,0.0075277,8.7231,47.6136
109,Niederwil 380,380,153.7,0.0073374,CH,0.017786,8.2178,47.3686
110,Stalden 220,220,8.9,0.0005,CH,0.0010335,7.8442,46.2482
111,Unlabeled_16 220,220,10.9,0.00052153,CH,0.0012642,7.8333,46.3469
112,Chamoson 220,220,13.8,0.00066111,CH,0.0016026,7.3828,46.2634
113,Muhleberg 220,220,34.4,0.0016401,CH,0.0039758,7.218,47.0102
114,Handeck 220,220,7.7,0.0005,CH,0.00089066,8.2507,46.6117
115,Giswil 220,220,19,0.00090822,CH,0.0022016,8.1299,46.8452
116,Wimmis 220,220,26.9,0.0012834,CH,0.0031111,7.5256,46.6796
117,Genissiat 380,380,153.4,0.0073237,FR,0.0018797,5.7898,46.0656
118,Frasne 220,220,34.8,0.0016626,FR,0.00042674,6.1414,46.8902
119,Etupes 220,220,38.5,0.0018382,FR,0.0004718,6.7566,47.5246
120,Bourguignon 220,220,35.8,0.00171,FR,0.00043889,6.6797,47.4578
121,Pontarlier 220,220,46.2,0.0022057,FR,0.00056614,6.3062,46.9128
122,La Palente 220,220,45.1,0.0021547,FR,0.00055305,6.0425,47.2792
123,Unlabeled_17 380,380,103.4,0.0049393,CH,0.011973,7.1521,46.9952
124,Airolo 380,380,10.3,0.0005,CH,0.0011949,8.6023,46.4908
125,Plattischachen 220,220,8.8,0.0005,CH,0.0010197,8.6353,46.77
126,Unlabeled_18 380,380,41.3,0.0019698,CH,0.004775,8.9087,46.2562
127,Lavorgo 220,220,5.3,0.0005,CH,0.00061642,8.8,46.4
128,Siebnen 380,380,134.4,0.0064175,CH,0.015557,8.811,47.115
129,Samstagern 220,220,45.9,0.0021933,CH,0.0053167,8.6792,47.1524
130,Niederwil 220,220,51.2,0.0024458,CH,0.0059288,8.2178,47.3686
131,Unlabeled_19 220,220,46.2,0.002207,FR,0.00056647,7.405,47.6422
132,Ottmarsheim 220,220,50,0.0023877,FR,0.00061283,7.4487,47.791
133,Hirsingue 220,220,44.1,0.0021051,FR,0.00054032,7.196,47.5913
134,Lutterbach 220,220,48.4,0.0023114,FR,0.00059325,7.1851,47.7615
135,Unlabeled_20 380,380,95.2,0.0045437,FR,0.0011662,6.4144,48.7476
136,Scheer 380,380,232.6,0.011108,FR,0.0028511,7.4597,48.327
137,Vincey 380,380,105.8,0.0050499,FR,0.0012961,6.2732,48.3197
138,Logelbach 220,220,45.8,0.0021856,FR,0.00056096,7.24,48.0561
139,Unlabeled_21 380,380,158.8,0.007581,DE,0.0023078,8.3057,49.5609
140,Unlabeled_22 380,380,171.5,0.0081892,DE,0.0024929,8.6902,49.1386
141,Neurott 380,380,153.6,0.0073331,DE,0.0022323,8.6023,49.3036
142,Altlubheim 220,220,49,0.0023389,DE,0.00071199,8.4814,49.2821
143,Unlabeled_23 220,220,48,0.0022916,DE,0.00069759,8.4814,48.8647
144,Kuppenheim 220,220,59.8,0.0028564,DE,0.00086954,8.2397,48.7634
145,Buhl 220,220,56.8,0.0027118,DE,0.00082551,8.02,48.6402
146,Unlabeled_24 220,220,45.7,0.0021803,FR,0.0005596,7.2949,47.9826
147,Fessenheim 220,220,48.6,0.0023209,FR,0.00059571,7.5037,47.8942
148,Scheer 220,220,77.5,0.0037027,FR,0.00095036,7.4597,48.327
149,Obermooweiler 380,380,114.5,0.0054668,DE,0.0016642,9.7339,47.621
150,Burs 380,380,75,0.0035798,AT,0.0093718,9.7888,47.1374
151,Unlabeled_25 380,380,196.9,0.0094007,DE,0.0028617,9.2873,48.6034
152,Laichingen 380,380,152.7,0.0072931,DE,0.0022202,9.6021,48.4
153,Hoheneck 220,220,67.8,0.003239,DE,0.000986,9.1296,48.8213
154,Werben 380,380,149.3,0.0071294,AT,0.018665,9.7009,47.4281
155,Montlingen 380,380,120,0.0057285,CH,0.013886,9.5251,47.4132
156,Wittenwil 220,220,70.2,0.0033508,CH,0.0081225,9.0857,47.5395
157,Tierfehd 380,380,62.9,0.0030022,CH,0.0072774,8.9319,46.9877
158,Soazza 380,380,47.2,0.0022537,CH,0.0054631,9.1736,46.2331
159,Tiefencastel 380,380,16,0.00076354,CH,0.0018509,9.4922,46.5815
160,Filisur 380,380,12.3,0.00058609,CH,0.0014207,9.5581,46.6419
161,Benken 380,380,142.2,0.0067873,CH,0.016453,8.9319,47.1598
162,Sils 220,220,4.6,0.0005,CH,0.00053395,9.3274,46.6947
163,Sarelli 220,220,11,0.00052483,CH,0.0012722,9.3933,46.9728
164,Rothenbrunnen 220,220,4.6,0.0005,CH,0.0005381,9.1736,46.7624
165,Zermeiggern 220,220,8.3,0.0005,CH,0.00096175,7.8882,46.1342
166,Bitsch 220,220,8.2,0.0005,CH,0.00094886,7.9431,46.3545
167,Gstaad 220,220,32.9,0.0015688,CH,0.0038028,7.3059,46.5211
168,Chamoson 380,380,41.5,0.0019833,CH,0.0048077,7.3828,46.2634
169,Riddes 220,220,16.1,0.00076837,CH,0.0018626,7.1631,46.2026
170,Fionnay GD 220,220,16.5,0.00078672,CH,0.0019071,7.4158,46.0656
171,Hauterive 220,220,45.8,0.002186,CH,0.005299,7.1191,46.7474
172,Unlabeled_26 220,220,4.2,0.0005,CH,0.00048341,8.3276,46.5286
173,Grimsel 220,220,9.3,0.0005,CH,0.0010706,8.1409,46.5815
174,Unlabeled_27 220,220,39.1,0.0018675,CH,0.0045268,8.1738,47.0776
175,Wattenwil 220,220,31.7,0.0015153,CH,0.0036732,7.4487,46.785
176,Montagny- Les-Lanche 380,380,138.4,0.006609,FR,0.0016963,6.1304,45.7828
177,Vielmoulin 380,380,180.7,0.0086285,FR,0.0022146,4.6692,47.3239
178,Creys 380,380,180.1,0.0085976,FR,0.0022067,5.4382,45.7369
179,Bois-Tollot 380,380,145.9,0.0069644,FR,0.0017875,5.9436,46.2482
180,Cornier 380,380,175.5,0.0083805,FR,0.002151,6.3171,46.1266
181,Genissiat 220,220,51.1,0.0024412,FR,0.00062658,5.7898,46.0656
182,Champagnole 220,220,26.7,0.0012735,FR,0.00032686,5.9546,46.7775
183,Unlabeled_28 220,220,40.9,0.0019551,FR,0.00050182,6.7566,47.5839
184,Pusy 220,220,42.3,0.0020176,FR,0.00051784,6.1743,47.6728
185,Les Quatrouillots 220,220,49.9,0.0023826,FR,0.00061152,5.8447,47.2792
186,Galmiz 380,380,103.4,0.0049392,CH,0.011973,7.0752,46.9877
187,Unlabeled_29 380,380,12.8,0.00061318,CH,0.0014864,8.4705,46.5286
188,Goschenen 220,220,7,0.0005,CH,0.0008063,8.4595,46.6721
189,Unlabeled_30 380,380,51.2,0.0024444,CH,0.0059255,8.8916,46.2245
190,Peccia 220,220,5.9,0.0005,CH,0.00068268,8.6572,46.3773
191,Regensdorf 220,220,51.2,0.0024434,CH,0.005923,8.4155,47.3686
192,Ile Napoleon 220,220,54.1,0.002585,FR,0.00066348,7.3169,47.7763
193,La Thur 220,220,48.7,0.0023264,FR,0.00059711,7.0532,47.7984
194,Bezaumont 380,380,103.7,0.0049537,FR,0.0012714,6.0864,48.8213
195,Marlenheim 380,380,211.6,0.010102,FR,0.0025929,7.4707,48.5821
196,Houdreville 380,380,97.6,0.0046594,FR,0.0011959,6.0645,48.4802
197,Vincey 220,220,35.3,0.0016833,FR,0.00043205,6.2732,48.3197
198,Lac Noir 220,220,38.3,0.0018301,FR,0.00046972,7.1082,48.1148
199,Burstadt 380,380,143.5,0.0068536,DE,0.0020864,8.4705,49.6036
200,Unlabeled_31 380,380,115,0.0054923,DE,0.001672,7.6245,49.4538
201,Bruchsal 380,380,165,0.007879,DE,0.0023985,8.5364,49.117
202,Pulverdingen 380,380,219.7,0.01049,DE,0.0031934,8.9209,48.8069
203,Unlabeled_32 380,380,156.5,0.0074699,DE,0.002274,8.8989,49.2319
204,Unlabeled_33 380,380,125.3,0.0059807,DE,0.0018206,8.5976,49.4538
205,Wiesloch 380,380,164,0.007831,DE,0.0023839,8.5913,49.2104
206,Rheinau 220,220,45.4,0.0021693,DE,0.00066037,8.5474,49.3824
207,Birkenfeld 220,220,63.4,0.003025,DE,0.00092088,8.5693,48.7779
208,Oberwald 220,220,49.1,0.0023461,DE,0.00071418,8.5254,48.9442
209,Guebwiller 220,220,50,0.0023852,FR,0.00061219,7.196,47.9237
210,Graffenstaden 220,220,79.5,0.0037968,FR,0.0009745,7.6355,48.502
211,Unlabeled_34 380,380,120.3,0.0057423,DE,0.0017481,9.801,47.6359
212,Unlabeled_35 380,380,41.1,0.001961,AT,0.0051339,10.5801,47.2185
213,Burs 220,220,25,0.0011933,AT,0.0031239,9.7888,47.1374
214,Wendlingen 380,380,197.5,0.0094313,DE,0.0028711,9.2834,48.5893
215,Altbach 380,380,191.3,0.0091325,DE,0.0027801,9.3054,48.6692
216,Delmensingen 380,380,104.1,0.0049718,DE,0.0015135,9.8437,48.2466
217,Neckarwestheim 220,220,60.6,0.0028911,DE,0.00088009,9.3494,49.0307
218,Pulverdingen 220,220,73.2,0.0034967,DE,0.0010645,8.9209,48.8069
219,Montlingen 220,220,40,0.0019095,CH,0.0046287,9.5251,47.4132
220,Limmern 380,380,34.8,0.0016599,CH,0.0040236,8.9319,46.8752
221,Bulciago 380,380,258.9,0.012361,IT,0.0059926,9.2395,45.8747
222,Tiefencastel 220,220,5.3,0.0005,CH,0.00061696,9.4922,46.5815
223,Unlabeled_36 380,380,25.3,0.0012077,CH,0.0029275,9.7998,46.5589
224,Fallanden 380,380,153.5,0.0073288,CH,0.017766,8.5913,47.309
225,Barenburg 220,220,4.9,0.0005,CH,0.00056865,9.3384,46.574
226,Morel 220,220,6.9,0.0005,CH,0.00079979,8.064,46.4076
227,Riddes 380,380,48.3,0.0023051,CH,0.0055877,7.1631,46.2026
228,Fionnay FMM 220,220,17.7,0.0008469,CH,0.0020529,7.2839,46.0656
229,Unlabeled_37 220,220,27.4,0.0013066,CH,0.0031673,7.0203,46.2331
230,Unlabeled_38 220,220,16.9,0.00080476,CH,0.0019508,7.1521,45.8824
231,Botterens 220,220,39.9,0.0019032,CH,0.0046135,7.0642,46.574
232,Fiesch 220,220,5.7,0.0005,CH,0.00065636,8.1409,46.4606
233,Unlabeled_39 220,220,3.9,0.0005,CH,0.00045329,8.5474,46.4379
234,Albertville 380,380,72.8,0.0034774,FR,0.00089254,6.394,45.6755
235,Unlabeled_40 380,380,50.4,0.0024068,FR,0.00061774,4.5884,46.8746
236,Mery / Seine 380,380,52.3,0.0024994,FR,0.00064152,3.8672,48.502
237,Creney 380,380,54,0.0025793,FR,0.00066202,4.1199,48.3635
238,Serein 380,380,47.7,0.0022764,FR,0.00058427,3.7244,47.8795
239,Grosne 380,380,62.7,0.0029932,FR,0.00076826,4.7681,46.5815
240,Vielmoulin 220,220,60.2,0.0028762,FR,0.00073821,4.6692,47.3239
241,Grande-Ile 380,380,134.3,0.0064129,FR,0.001646,6.0425,45.4601
242,Bugey 380,380,199,0.0095007,FR,0.0024385,5.3064,45.7752
243,Verbois 380,380,109.6,0.0052323,CH,0.012684,6.0205,46.1722
244,Vaux 380,380,132.7,0.0063343,CH,0.015355,6.3391,46.5815
245,C.E.R.N. 380,380,156.4,0.0074695,FR,0.0019172,5.8997,46.3166
246,Cornier 220,220,58.5,0.0027935,FR,0.000717,6.3171,46.1266
247,Verbois 220a,220,36.5,0.0017441,CH,0.0042278,6.0205,46.1722
248,Albertville 220,220,24.3,0.0011591,FR,0.00029751,6.394,45.6755
249,La Boisse 220,220,70.9,0.0033853,FR,0.00086889,5.0098,45.8288
250,Verbois 220b,220,54.1,0.0025818,FR,0.00066265,6.1084,46.0656
251,Serrieres 220,220,50.2,0.0023987,FR,0.00061568,5.7019,45.9129
252,Vouglans 220,220,45.8,0.0021862,FR,0.00056113,5.636,46.3924
253,Izernore 220,220,41.2,0.0019648,FR,0.0005043,5.5481,46.1189
254,Argiesans 220,220,43.2,0.0020608,FR,0.00052893,6.7566,47.6358
255,Rolampont 220,220,23.1,0.0011029,FR,0.00028308,5.3613,47.9384
256,Ponte 380,380,9.6,0.0005,IT,0.00022166,8.3606,46.3697
257,Unlabeled_41 380,380,12.5,0.00059826,CH,0.0014502,8.3276,46.5286
258,Magadino 380,380,69.6,0.003323,CH,0.0080551,8.855,46.157
259,Bavona 220,220,7.9,0.0005,CH,0.00091967,8.5693,46.3166
260,Cavergno 220,220,8.9,0.0005,CH,0.0010325,8.6462,46.2862
261,Seebach 220,220,54.7,0.0026128,CH,0.0063337,8.5254,47.3983
262,Vigy 380,380,130.7,0.0062389,FR,0.0016013,6.2512,49.1817
263,Revigny 380,380,62.8,0.0029988,FR,0.00076969,4.9548,48.7996
264,Bezaumont 220,220,34.6,0.0016512,FR,0.00042381,6.0864,48.8213
265,Unlabeled_42 380,380,67,0.0032009,FR,0.00082157,7.0781,48.7084
266,Marlenheim 220,220,70.5,0.0033674,FR,0.0008643,7.4707,48.5821
267,Neuves-Maisons 380,380,84.4,0.0040321,FR,0.0010349,6.1084,48.5893
268,Vittel 220,220,18.8,0.00089661,FR,0.00023013,5.9216,48.1734
269,Unlabeled_43 220,220,33.3,0.0015923,FR,0.00040869,6.1615,48.3989
270,Laneuveville 220,220,26.4,0.0012602,FR,0.00032344,6.2402,48.6402
271,Unlabeled_44 220,220,29.5,0.0014088,FR,0.0003616,6.449,48.2686
272,Anould 220,220,32,0.0015274,FR,0.00039203,6.9543,48.1734
273,Biblis 380,380,208.6,0.009959,DE,0.0030317,8.5364,49.6961
274,Otterbach 380,380,112.5,0.0053694,DE,0.0016345,7.7014,49.4038
275,Bexbach 380,380,121.4,0.0057971,DE,0.0017647,7.262,49.4253
276,Grobgartach 380,380,163.6,0.0078094,DE,0.0023773,9.0637,49.153
277,Huffenhardt 380,380,131.4,0.0062745,DE,0.0019101,8.9648,49.275
278,Hopfingen 380,380,95.6,0.0045656,DE,0.0013898,9.3604,49.6036
279,Unlabeled_45 220,220,58.8,0.002809,DE,0.00085511,9.12,49.096
280,Unlabeled_46 220,220,41.8,0.0019936,DE,0.00060687,8.5976,49.4538
281,BASF 220,220,47.4,0.002262,DE,0.0006886,8.5034,49.4324
282,Gertsheim 220,220,89.5,0.0042738,FR,0.0010969,7.6685,48.3854
283,Strasbourg 220,220,88.9,0.0042465,FR,0.0010899,7.7563,48.553
284,Batzendorf 220,220,84.4,0.0040294,FR,0.0010342,7.6685,48.7924
285,Herrenwasser 220,220,81,0.0038687,FR,0.00099297,7.6685,48.5893
286,Westtirol 380,380,65.4,0.0031212,AT,0.0081713,10.7336,47.2643
287,Pradella 380,380,14.6,0.00069887,CH,0.0016941,10.3601,46.8076
288,Kops I + II 220,220,9.5,0.0005,AT,0.0011919,10.0305,46.9803
289,Lunersee 220,220,22.5,0.0010731,AT,0.0028092,9.7229,47.0926
290,Bunzwangen 380,380,219.3,0.010469,DE,0.0031871,9.5691,48.6184
291,Endersbach 380,380,203.5,0.0097156,DE,0.0029576,9.3274,48.7345
292,Unlabeled_47 380,380,103.7,0.0049506,DE,0.001507,10.0635,48.2832
293,Vohringen 380,380,103,0.0049178,DE,0.0014971,10.0635,48.2027
294,Niederstotzingen 380,380,120.4,0.005751,DE,0.0017507,10.1733,48.4948
295,Neckarwestheim 380,380,181.7,0.0086732,DE,0.0026403,9.3494,49.0307
296,Bovisio 380,380,285.4,0.013626,IT,0.0066063,9.0417,45.6601
297,Tinzen 220,220,7.7,0.0005,CH,0.00088688,9.5032,46.4984
298,Robbia 380,380,25,0.0011947,CH,0.0028961,10.0195,46.3697
299,Unlabeled_48 380,380,15.3,0.00073094,CH,0.0017718,10.0305,46.7097
300,Fallanden 220,220,51.2,0.0024429,CH,0.0059219,8.5913,47.309
301,Ferrera 220,220,6.8,0.0005,CH,0.00078579,9.4043,46.5135
302,Unlabeled_49 220,220,7.5,0.0005,CH,0.00086466,7.9871,46.2862
303,St. Triphon 380,380,84.2,0.0040224,CH,0.0097505,7.0313,46.3318
304,Unlabeled_50 220,220,29.6,0.0014113,CH,0.0034211,6.9873,46.2862
305,Batiaz 220,220,23.8,0.0011349,CH,0.0027511,6.9763,46.1342
306,Valpelline 220,220,10.3,0.0005,IT,0.00023908,7.3499,45.8518
307,Avise 220,220,10.1,0.0005,IT,0.00023271,7.1301,45.7982
308,St. Triphon 220,220,28.1,0.0013408,CH,0.0032502,7.0313,46.3318
309,Robiei 220,220,4.5,0.0005,CH,0.00052466,8.5474,46.3924
310,La Bathie 380,380,77,0.0036749,FR,0.00094323,6.46,45.7522
311,Rondissone 380,380,286.8,0.013696,IT,0.0066399,7.9431,45.3521
312,La Coche 380,380,36.5,0.0017413,FR,0.00044694,6.4819,45.4755
313,Unlabeled_51 380,380,61.7,0.0029439,FR,0.00075561,4.6161,46.6941
314,Chambry 380,380,497.5,0.023755,FR,0.0060972,2.9663,48.9369
315,Vesle 380,380,92,0.0043928,FR,0.0011275,4.2297,49.2248
316,Le Chesnoy 380,380,130.6,0.0062347,FR,0.0016002,2.9224,48.3562
317,Boctois 380,380,72.8,0.0034778,FR,0.00089263,3.5596,48.502
318,Creney 220,220,18,0.00085976,FR,0.00022067,4.1199,48.3635
319,Unlabeled_52 380,380,45.6,0.0021754,FR,0.00055834,3.5698,47.9598
320,Serein 220,220,15.9,0.0007588,FR,0.00019476,3.7244,47.8795
321,La Boisse 380,380,212.7,0.010156,FR,0.0026067,5.0098,45.8288
322,Grosne 220,220,20.9,0.00099774,FR,0.00025609,4.7681,46.5815
323,Unlabeled_53 220,220,10.8,0.00051387,FR,0.00013189,4.3204,47.8288
324,Champvans 220,220,93.3,0.004454,FR,0.0011432,5.5151,47.1225
325,Couchey 220,220,73.5,0.0035086,FR,0.00090054,5.0098,47.2718
326,Champs Regnaud 220,220,72.9,0.0034822,FR,0.00089376,5.0647,47.3909
327,Piossasco 380,380,307.6,0.014685,IT,0.0071195,7.3169,44.8403
328,Unlabeled_54 380,380,72.4,0.0034568,FR,0.00088725,6.4038,45.6731
329,Le Chaffard 380,380,205.7,0.0098204,FR,0.0025206,5.1306,45.6448
330,Le Cheylas 380,380,126.2,0.0060259,FR,0.0015466,5.9546,45.383
331,Grande-Ile 220,220,44.8,0.0021376,FR,0.00054866,6.0425,45.4601
332,Charpenay 380,380,257.4,0.012288,FR,0.0031539,4.6692,45.7982
333,Romanel 380,380,90.9,0.0043387,CH,0.010517,6.5479,46.6193
334,Pressy 220,220,67.3,0.0032124,FR,0.00082451,6.5479,46.0961
335,Allinges 220,220,69,0.0032967,FR,0.00084614,6.405,46.3014
336,Ugine 220,220,47.6,0.0022716,FR,0.00058304,6.3831,45.8747
337,Unlabeled_55 220,220,24.1,0.0011523,FR,0.00029575,6.4038,45.6731
338,Longefan 220,220,17.9,0.00085366,FR,0.00021911,6.3501,45.2749
339,Randens 220,220,20.9,0.00099637,FR,0.00025574,6.3171,45.5217
340,Meyzieu 220,220,70.7,0.0033773,FR,0.00086683,4.9768,45.6908
