ID, Name,Voltage [KV],Demand [MW],Load Freq Coeff [WMs],Country,Population Prop,Longitude,Latitude
1033,Les Jumeaux 380,380,133.1,0.0063537,FR,0.0016308,-0.054932,46.7474
1034,Issel 380,380,150,0.0071598,FR,0.0018377,1.9556,43.3492
1035,Baixas 380,380,224.3,0.010708,FR,0.0027484,2.7576,42.6986
1036,La Gaudiere 220,220,63.5,0.0030321,FR,0.00077825,2.6587,43.2772
1037,Unlabeled_151 220,220,20.2,0.0009645,FR,0.00024755,2.8235,44.1349
1038,Onet-Le Chateau 220,220,19.1,0.00091308,FR,0.00023436,2.6147,44.4102
1039,Pratclaux 220,220,33.4,0.0015934,FR,0.00040898,3.6694,45.0269
1040,Golinhac 220,220,24.3,0.0011613,FR,0.00029808,2.5708,44.5748
1041,Braud 380,380,138.1,0.0065931,FR,0.0016922,-0.51636,45.213
1042,Le Marquis 380,380,150.2,0.0071728,FR,0.001841,-0.49439,44.957
1043,Donzac 380,380,132.8,0.0063413,FR,0.0016276,0.94482,44.0165
1044,Saucats 380,380,196.4,0.0093796,FR,0.0024074,-0.54932,44.5592
1045,Cubnezais 220,220,49.2,0.0023507,FR,0.00060334,-0.34058,45.0269
1046,Airvault 220,220,46.7,0.0022312,FR,0.00057268,-0.10986,46.8452
1047,Distre 220,220,52.7,0.0025158,FR,0.00064572,-0.10986,47.2121
1048,Ferouge 220,220,71.5,0.003414,FR,0.00087627,1.4612,44.9259
1049,Dantou 220,220,99.2,0.0047378,FR,0.001216,0.91186,44.5043
1050,Donzac 220,220,44.3,0.0021138,FR,0.00054253,0.94482,44.0165
1051,Lesquive 220,220,95.1,0.0045405,FR,0.0011654,1.3513,43.7394
1052,St. Victor 220,220,18,0.00086147,FR,0.00022111,2.8345,44.0244
1053,Issoire 220,220,69.1,0.0032983,FR,0.00084655,3.23,45.5987
1054,Les Espiers 220,220,47.4,0.0022613,FR,0.0005804,1.9336,48.2466
1055,Unlabeled_152 220,220,45.9,0.0021918,FR,0.00056255,1.8018,48.2613
1056,Gault 220,220,42.9,0.0020502,FR,0.00052623,1.626,48.1881
1057,Les Mureaux 220,220,256.9,0.012265,FR,0.0031479,1.9775,48.9225
1058,Unlabeled_153 220,220,98,0.0046811,FR,0.0012015,1.571,48.8286
1059,Serre-Poncon 220,220,16,0.00076605,FR,0.00019662,6.2402,44.4495
1060,Curban 220,220,12.9,0.00061556,FR,0.00015799,6.0095,44.4338
1061,Trinite- Victor 220,220,130.5,0.0062308,FR,0.0015992,7.1631,43.7949
1062,Unlabeled_154 220,220,47,0.0022451,FR,0.00057624,5.0094,44.0243
1063,Barjac 220,220,31.7,0.0015147,FR,0.00038878,4.2297,44.4416
1064,Phenix 220,220,43.4,0.0020715,FR,0.00053169,4.79,44.1822
1065,Boudeyre 220,220,26.1,0.0012481,FR,0.00032035,4.3616,44.5357
1066,Boutre 220,220,25.7,0.0012254,FR,0.00031451,5.8557,43.6838
1067,Tore-Supra 380,380,98.6,0.0047098,FR,0.0012088,5.7349,43.7235
1068,Le Prionnet 380,380,62.1,0.0029628,FR,0.00076044,5.8118,43.7394
1069,Neoules 380,380,224.8,0.010731,FR,0.0027543,6.0754,43.3172
1070,Realtor 220,220,147.1,0.0070244,FR,0.0018029,5.3394,43.4529
1071,Montpellier 220,220,93.7,0.0044759,FR,0.0011488,3.8782,43.5645
1072,Quatre-Seigneurs 220,220,91.8,0.0043823,FR,0.0011248,3.8562,43.6838
1073,Fouscais 220,220,97.2,0.0046426,FR,0.0011916,3.4497,43.652
1074,Agasses 220,220,62.4,0.0029808,FR,0.00076507,4.6033,43.8504
1075,Ganges 220,220,83.1,0.0039666,FR,0.0010181,3.7683,43.9691
1076,Unlabeled_155 380,380,312.6,0.014925,BE,0.027909,3.7683,51.1242
1077,Eeklo 380,380,276.4,0.013198,BE,0.02468,3.4717,51.1587
1078,Les attaques 380,380,126.9,0.0060567,FR,0.0015546,1.8896,50.91
1079,Gravelines 380,380,121.7,0.0058105,FR,0.0014914,2.1533,50.993
1080,Warande 220,220,44.4,0.0021191,FR,0.00054389,2.1643,50.9238
1081,La Croix 220,220,146.4,0.0069915,FR,0.0017945,3.1641,50.7156
1082,Les Crechets 220,220,129.9,0.0062001,FR,0.0015914,2.7246,50.6599
1083,Etinchelle 220,220,102.5,0.0048959,FR,0.0012566,3.0762,50.2402
1084,Mazingarde 220,220,103.2,0.004926,FR,0.0012643,2.6916,50.4855
1085,Beuvry 220,220,107.2,0.0051161,FR,0.0013131,2.7356,50.5274
1086,Terres Noires 220,220,119.1,0.0056886,FR,0.0014601,3.219,50.3455
1087,Avesnes le-Comte 220,220,60.9,0.002906,FR,0.00074588,2.4609,50.1769
1088,Guarbecque 220,220,111,0.0053019,FR,0.0013608,2.5488,50.6111
1089,Champion 380,380,162.2,0.0077462,BE,0.014485,4.823,50.4295
1090,Unlabeled_156 380,380,312.7,0.014931,BE,0.027921,4.5036,50.5164
1091,Maasbracht 380,380,391.2,0.018681,NL,0.024091,5.9106,51.1793
1092,Meerhout 380,380,409.1,0.019532,BE,0.036524,5.0867,51.0759
1093,Rimiere 220,220,59.8,0.0028533,BE,0.0053356,5.4382,50.4435
1094,Coo 380,380,140.8,0.0067209,BE,0.012568,6.0095,50.3455
1095,Houffalize 380,380,65.2,0.0031146,BE,0.0058244,5.8118,50.191
1096,Marcourt 220,220,38.9,0.0018559,BE,0.0034706,5.5261,50.2332
1097,Schifflange 220,220,63.3,0.0030222,LU,0.098902,6.1633,49.5609
1098,Hutte 220,220,35.7,0.0017027,DE,0.00051833,6.6797,49.3538
1099,Unlabeled_157 380,380,195.1,0.0093141,DE,0.0028354,7.5476,51.0345
1100,Ablar 380,380,124.4,0.0059388,DE,0.0018079,8.4814,50.6599
1101,Eiserfeld 380,380,103.9,0.0049599,DE,0.0015099,8.053,50.8822
1102,Dauersberg 220,220,39.3,0.0018747,DE,0.00057068,7.9211,50.8129
1103,Gieben/Nord 380,380,110.8,0.0052913,DE,0.0016108,8.7012,50.6599
1104,Frankfurt-Sudwest 380,380,200.3,0.0095621,DE,0.0029109,8.6243,50.1487
1105,Mecklar 380,380,161.2,0.0076958,DE,0.0023427,9.624,50.8614
1106,Frankfurt-Sudwest 220,220,66.8,0.0031874,DE,0.00097029,8.6243,50.1487
1107,Opladen 380,380,234.8,0.011209,DE,0.0034123,6.9873,51.0483
1108,Gohrpunkt 380,380,219.2,0.010468,DE,0.0031866,6.6248,51.1104
1109,Niederaubem 380,380,221.2,0.01056,DE,0.0032148,6.5479,50.993
1110,Paffendorf 380,380,221,0.010552,DE,0.0032121,6.5149,50.9307
1111,Gremberghoven 220,220,62.2,0.0029712,DE,0.00090449,7.0313,50.8892
1112,Unlabeled_158 380,380,189.3,0.0090405,DE,0.0027521,6.2292,50.9792
1113,Zukunft 380,380,207.8,0.0099225,DE,0.0030206,6.2732,50.8337
1114,Vianden 220,220,37.6,0.0017973,LU,0.058816,6.0535,49.9936
1115,Bauler 220,220,18.1,0.00086563,DE,0.00026351,6.2622,49.9936
1116,Redwitz 380,380,147.3,0.0070348,DE,0.0021415,11.1841,50.2121
1117,Sittling 220,220,48.9,0.0023362,DE,0.00071117,11.8433,48.8719
1118,Weibenbach 220,220,33.3,0.0015892,AT,0.0041604,14.1724,47.5617
1119,Kaprun 220,220,16.4,0.00078226,AT,0.0020479,12.7991,47.2419
1120,Salzburg-Elixhausen 220,220,123.4,0.0058932,AT,0.015428,13.0298,48.0193
1121,Malta -Hauptstufe 220,220,39,0.001864,AT,0.0048798,13.4363,46.8677
1122,Soverzene 220,220,49.1,0.0023454,IT,0.0011371,12.2278,46.1722
1123,Greuth 220,220,20.8,0.00099382,AT,0.0026018,12.8979,46.6871
1124,Pleinting 380,380,183,0.0087363,DE,0.0026595,13.0408,48.6765
1125,Marienberg 380,380,387.6,0.018507,DE,0.0056337,11.9751,47.9384
1126,Krun 220,220,29,0.0013849,DE,0.0004216,11.1182,47.5246
1127,Martignone 380,380,174.1,0.0083138,IT,0.0040307,11.0962,44.5513
1128,Colunga 220,220,56.7,0.0027076,IT,0.0013127,11.283,44.4965
1129,Unlabeled_159 220,220,67.5,0.0032235,IT,0.0015628,11.4038,46.0275
1130,Camin 380,380,213.9,0.010214,IT,0.0049517,12.019,45.329
1131,Unlabeled_160 220,220,84.7,0.0040424,IT,0.0019598,11.6675,45.591
1132,Monteviale 220,220,76.5,0.0036529,IT,0.001771,11.4917,45.5294
1133,Unlabeled_161 220,220,82.4,0.0039336,IT,0.0019071,11.8762,45.3599
1134,Cordignano 380,380,103.4,0.0049358,IT,0.0023929,12.9529,45.997
1135,Enipower Ravenna 380,380,122.5,0.0058487,IT,0.0028355,12.063,44.4338
1136,Sermide 380,380,123.1,0.0058756,IT,0.0028486,11.283,44.9803
1137,Rosen 380,380,111.1,0.0053036,IT,0.0025713,10.448,43.3571
1138,Unlabeled_162 380,380,104.7,0.0050011,IT,0.0024246,11.0852,43.3492
1139,Casellina 380,380,173.2,0.0082706,IT,0.0040097,11.217,43.7235
1140,Suvereto 380,380,62.5,0.0029862,IT,0.0014478,10.6677,43.0127
1141,Calenzano 380,380,164.4,0.0078481,IT,0.0038049,11.1291,43.8741
1142,Poggio 220,220,63.6,0.003035,IT,0.0014714,11.0193,43.8107
1143,Mandarins 220,220,41.5,0.0019826,FR,0.00050887,1.8347,50.903
1144,Sorrus 220,220,31.9,0.0015248,FR,0.00039135,1.7578,50.4855
1145,Gd quevilly 220,220,42,0.0020046,FR,0.00051451,1.1426,49.4324
1146,Yainville 220,220,43,0.0020547,FR,0.00052736,0.94482,49.5466
1147,Unlabeled_163 220,220,42.4,0.0020242,FR,0.00051953,0.97778,49.3538
1148,Hotel Dieu 220,220,40.1,0.001916,FR,0.00049178,1.2195,49.4967
1149,Sainneville 220,220,36.9,0.0017627,FR,0.00045243,0.41748,49.6463
1150,Terrette 380,380,141.5,0.0067567,FR,0.0017342,-1.0217,49.1314
1151,Tourbe 220,220,74.1,0.0035382,FR,0.00090812,-0.16479,49.0811
1152,Le Havre 380,380,120.1,0.0057352,FR,0.001472,0.27466,49.5181
1153,Sandouville 220,220,55.3,0.0026395,FR,0.00067747,0.47241,49.5395
1154,Unlabeled_164 220,220,42.8,0.0020424,FR,0.00052422,0.94482,49.3466
1155,Coquainvilliers 220,220,67.4,0.0032161,FR,0.00082546,0.30762,49.2319
1156,P.Jerome 220,220,58,0.002771,FR,0.00071122,0.62622,49.5395
1157,Ablaincourt 220,220,48.5,0.0023155,FR,0.0005943,2.8235,49.8096
1158,Cleon 220,220,40.6,0.0019375,FR,0.00049728,1.3184,49.3538
1159,Soissons N.D 220,220,30,0.0014334,FR,0.0003679,3.3508,49.3466
1160,Rupreux 220,220,44.5,0.0021242,FR,0.0005452,3.4607,49.3967
1161,Avoine 380,380,161,0.0076865,FR,0.0019729,0.2417,47.2792
1162,Les Galoreaux 380,380,180.4,0.008613,FR,0.0022107,-0.78003,47.4355
1163,Preguillac 380,380,164.3,0.007843,FR,0.002013,-0.52734,45.614
1164,Granzay 220,220,46.6,0.0022255,FR,0.00057122,-0.4834,46.1798
1165,Verfeil 380,380,295.4,0.014103,FR,0.0036197,1.6919,43.5406
1166,Vic 380,380,55,0.0026259,ES,0.0014945,2.3401,42.0248
1167,Baixas 220,220,74.8,0.0035694,FR,0.00091614,2.7576,42.6986
1168,Liviere 220,220,59.5,0.0028399,FR,0.0007289,2.9883,43.2212
1169,St. Vincent 220,220,69,0.0032927,FR,0.00084512,3.208,43.3891
1170,Moreau 220,220,50.9,0.0024284,FR,0.00062328,2.395,43.2532
1171,Salles Curan 220,220,27.8,0.0013266,FR,0.00034048,2.7466,44.1428
1172,Pied-de-Borne 220,220,30.8,0.0014682,FR,0.00037684,4.021,44.5043
1173,Montpezat 220,220,34,0.0016233,FR,0.00041664,4.2078,44.6765
1174,Le Blayais 380,380,140.3,0.0066984,FR,0.0017193,-0.61523,45.2053
1175,Braud 220,220,46,0.0021977,FR,0.00056407,-0.51636,45.213
1176,Le Marquis 220,220,50.1,0.0023909,FR,0.00061367,-0.49439,44.957
1177,Lesquive 380,380,285.3,0.013621,FR,0.0034962,1.3513,43.7394
1178,Golfech 380,380,135.1,0.0064501,FR,0.0016555,0.98877,44.1034
1179,Cantegrit 380,380,84.7,0.0040426,FR,0.0010376,-0.81299,43.977
1180,Saucats 220,220,65.5,0.0031265,FR,0.00080247,-0.54932,44.5592
1181,Unlabeled_165 220,220,51.4,0.0024525,FR,0.00062947,-0.28695,44.9642
1182,Unlabeled_166 220,220,102.8,0.0049075,FR,0.0012596,-0.90088,47.1598
1183,La Corbiere 220,220,59.6,0.0028475,FR,0.00073085,-0.45044,47.5024
1184,Avoine 220,220,53.7,0.0025622,FR,0.00065762,0.2417,47.2792
1185,Cholet 220,220,62.2,0.0029712,FR,0.00076261,-0.87891,47.0626
1186,Tuilieres 220,220,184,0.0087863,FR,0.0022551,0.74707,44.8792
1187,Colayrac 220,220,59,0.0028178,FR,0.00072323,0.70312,44.198
1188,Unlabeled_167 220,220,91.4,0.004362,FR,0.0011196,1.3293,43.6361
1189,Unlabeled_168 220,220,102.9,0.0049113,FR,0.0012606,1.0327,43.437
1190,Couffrau 220,220,31.4,0.0014987,FR,0.00038466,2.8235,43.7235
1191,Pelissier 220,220,70.1,0.0033477,FR,0.00085923,2.1423,43.9849
1192,Gourjade 220,220,70.2,0.0033494,FR,0.00085969,2.3181,43.5247
1193,Maze 220,220,67.1,0.0032033,FR,0.00082218,3.197,45.514
1194,Chaunay 220,220,33.5,0.0015972,FR,0.00040995,1.582,48.3854
1195,Unlabeled_169 220,220,42.4,0.0020233,FR,0.0005193,1.7128,48.3116
1196,Nourottes 220,220,264.1,0.012608,FR,0.003236,2.1094,48.9297
1197,Beranville 220,220,103.4,0.0049355,FR,0.0012668,1.626,49.0018
1198,Aube 220,220,26.1,0.001244,FR,0.00031929,0.68115,48.7345
1199,Unlabeled_170 220,220,99.4,0.0047465,FR,0.0012183,1.593,48.7489
1200,Unlabeled_171 220,220,14.4,0.00068854,FR,0.00017672,6.1633,44.3396
1201,Blaux 220,220,13.9,0.0006629,FR,0.00017014,6.0535,44.371
1202,Le Broc-Carros 220,220,112,0.0053483,FR,0.0013727,7.0532,43.787
1203,Lingostiere 220,220,113.5,0.0054193,FR,0.0013909,7.0203,43.7314
1204,Mouissonnes 220,220,47.6,0.0022709,FR,0.00058285,5.0647,43.9375
1205,Terradou 220,220,39.1,0.0018661,FR,0.00047898,5.1086,44.056
1206,L  Ardoise 220,220,54.2,0.0025857,FR,0.00066366,4.7351,44.0955
1207,Unlabeled_172 220,220,161.2,0.0076983,FR,0.0019759,5.9656,43.2212
1208,St. Tulle 220,220,22.3,0.0010654,FR,0.00027346,5.7678,43.8028
1209,Trans 220,220,57.3,0.0027362,FR,0.00070228,6.5149,43.4609
1210,Favary 220,220,174.7,0.0083421,FR,0.0021411,5.7788,43.5087
1211,Oraison 220,220,10.1,0.0005,FR,0.00012362,5.9766,43.9137
1212,Trans 380,380,171.9,0.0082085,FR,0.0021069,6.5149,43.4609
1213,Neoules 220,220,74.9,0.003577,FR,0.0009181,6.0754,43.3172
1214,Ponteau 220,220,142.2,0.0067908,FR,0.001743,5.1526,43.3731
1215,Rognac 220,220,148.3,0.0070809,FR,0.0018174,5.2734,43.5326
1216,Septemes 220,220,146.7,0.007006,FR,0.0017982,5.3833,43.405
1217,St. Christol 220,220,99.7,0.0047625,FR,0.0012224,4.1199,43.7155
1218,Peyrou 220,220,91.2,0.0043568,FR,0.0011182,3.9221,43.644
1219,Balaruc 220,220,100.1,0.0047812,FR,0.0012272,3.6914,43.4609
1220,Unlabeled_173 220,220,65.1,0.0031096,FR,0.00079813,4.5593,43.8266
1221,St. Cesaire 220,220,101.1,0.0048256,FR,0.0012386,4.3396,43.8345
1222,Beaucaire 220,220,61.9,0.0029534,FR,0.00075803,4.7021,43.8107
1223,Rodenhuize 380,380,409.8,0.019568,BE,0.036591,3.7683,51.0759
1224,Mercator 380,380,416.8,0.0199,BE,0.037213,4.1748,51.1587
1225,Stevin 380,380,175.3,0.0083702,BE,0.015652,3.0981,51.2825
1226,Les attaques 220,220,42.3,0.0020189,FR,0.00051819,1.8896,50.91
1227,Gravelines 220,220,40.6,0.0019368,FR,0.00049712,2.1533,50.993
1228,Braek 220,220,67.3,0.0032149,FR,0.00082516,2.4719,51.0207
1229,Woestyne 220,220,64.7,0.0030874,FR,0.00079242,2.3401,50.7504
1230,Courcelles 380,380,326.8,0.015606,BE,0.029182,4.2847,50.5344
1231,Tergnee 380,380,291.7,0.013927,BE,0.026043,4.4714,50.4575
1232,Boxmeer 380,380,573.6,0.02739,NL,0.035323,5.7678,51.5839
1233,Eindhoven 380,380,440.3,0.021021,NL,0.02711,5.4602,51.4198
1234,Massenhoven 380,380,441.7,0.021089,BE,0.039437,4.6033,51.2069
1235,Unlabeled_174 220,220,70.8,0.0033796,BE,0.0063199,5.5371,50.4925
1236,Awirs 220,220,78.7,0.0037581,BE,0.0070277,5.3613,50.5553
1237,Jupille 220,220,91.8,0.0043826,BE,0.0081954,5.6909,50.5623
1238,Bertrange 220,220,57.4,0.0027404,LU,0.089679,6.1743,49.6463
1239,Bascharage 220,220,48.7,0.0023244,LU,0.076066,5.9436,49.6178
1240,Berchem 220,220,61.2,0.0029216,LU,0.095608,6.3062,49.6321
1241,Linde 380,380,280.9,0.01341,DE,0.0040823,7.1301,51.2069
1242,Bomig 380,380,196.2,0.0093684,DE,0.0028519,7.5146,50.9792
1243,Dillenburg 380,380,114.9,0.0054854,DE,0.0016698,8.4595,50.792
1244,Altenkleusheim 380,380,108.5,0.0051801,DE,0.0015769,7.998,51.0552
1245,Eiserfeld 220,220,34.6,0.0016533,DE,0.0005033,8.053,50.8822
1246,Unlabeled_175 220,220,42.3,0.0020197,DE,0.00061484,8.064,50.8129
1247,Borken 380,380,113.5,0.0054193,DE,0.0016497,9.2615,51.0276
1248,Unlabeled_176 380,380,271.8,0.012977,DE,0.0039503,10.3491,51.0068
1249,Ohligs 380,380,267.1,0.012752,DE,0.0038818,6.9543,51.1242
1250,Opladen 220,220,78.3,0.0037364,DE,0.0011374,6.9873,51.0483
1251,Osterath 380,380,223.8,0.010683,DE,0.0032522,6.5808,51.2482
1252,St. Peter 380a,380,229.1,0.01094,DE,0.0033304,6.7896,51.0966
1253,Neurath 380,380,227.9,0.010883,DE,0.0033131,6.5479,51.0621
1254,Siersdorf 380,380,202.3,0.0096606,DE,0.0029409,6.2402,50.9169
1255,Verlautenheide 380,380,210.6,0.010055,DE,0.0030609,6.0425,50.8198
1256,Flebour 220,220,47.2,0.0022541,LU,0.073766,6.1743,49.8876
1257,Roost 220,220,52.2,0.0024921,LU,0.081554,6.1084,49.7813
1258,Altenfeld 380,380,134.2,0.0064088,DE,0.0019509,11.1511,50.4925
1259,Remptendorf 380,380,150.8,0.0072005,DE,0.0021919,11.7224,50.5832
1260,Mechlenreuth 380,380,198.7,0.0094854,DE,0.0028875,11.7773,50.2683
1261,Ludersheim 220,220,170.5,0.0081391,DE,0.0024777,11.3049,49.4538
1262,Altheim 220,220,51.1,0.0024382,DE,0.00074224,12.1729,48.6402
1263,Hessenberg 220,220,167.7,0.0080085,AT,0.020966,14.7986,47.3239
1264,Pyhrn 220,220,41.9,0.0020011,AT,0.0052389,14.2603,47.6802
1265,Salzburg-Elixhausen 380,380,370.3,0.01768,AT,0.046285,13.0298,48.0193
1266,Salzach 220,220,124.5,0.0059468,AT,0.015569,12.9858,47.9458
1267,Fadalto 220,220,54.5,0.0026017,IT,0.0012613,12.3047,46.0732
1268,Unlabeled_177 220,220,75.1,0.0035839,IT,0.0017375,11.8103,45.9129
1269,Scorzi 220,220,93.9,0.0044826,IT,0.0021732,12.1179,45.5602
1270,Unlabeled_178 220,220,57.9,0.0027642,AT,0.0072366,13.9856,46.5438
1271,Plattling 380,380,189.2,0.0090318,DE,0.0027495,12.7441,48.7996
1272,Pleinting 220,220,61,0.0029121,DE,0.0008865,13.0408,48.6765
1273,Unlabeled_179 380,380,171.9,0.0082095,IT,0.0039801,11.4148,44.5826
1274,Bargi 380,380,164.1,0.0078335,IT,0.0037978,11.0303,44.3003
1275,Colunga 380,380,170.1,0.0081228,IT,0.0039381,11.283,44.4965
1276,Casellina 220a,220,58.6,0.0028003,IT,0.0013576,11.1291,43.7949
1277,Unlabeled_180 380,380,138.5,0.0066138,IT,0.0032065,12.1443,45.059
1278,Venezia N. 380,380,249.2,0.011897,IT,0.0057677,12.2278,45.5294
1279,Vellai 220,220,78.4,0.0037455,IT,0.0018159,11.6675,45.7905
1280,Udine O. 380,380,88.8,0.0042416,IT,0.0020564,13.0957,46.0351
1281,Ravenna 380,380,153.7,0.0073364,IT,0.0035568,12.2498,44.4024
1282,Porto Tolle 380,380,38.5,0.0018363,IT,0.00089027,12.3706,44.9259
1283,Forli Oraziana 380,380,126.7,0.0060491,IT,0.0029327,11.9531,44.2216
1284,Porto Corsini 380,380,118.7,0.0056684,IT,0.0027481,12.1948,44.473
1285,San Marino 380,380,240.4,0.011478,IT,0.0055648,12.3706,44.0718
1286,P.D. Speranza 380,380,111.9,0.0053429,IT,0.0025903,11.217,43.3811
1287,Unlabeled_181 380,380,54.4,0.0025991,IT,0.0012601,11.3818,42.8599
1288,Tavarnuzze 380,380,201,0.0095956,IT,0.0046521,11.3379,43.6758
1289,Casellina 220b,220,57.7,0.0027569,IT,0.0013366,11.217,43.7235
1290,Piombino 380,380,44.2,0.0021108,IT,0.0010233,10.5798,42.9966
1291,Unlabeled_182 380,380,55.9,0.0026699,IT,0.0012944,11.2939,42.8518
1292,Echinghen 220,220,33.2,0.0015861,FR,0.0004071,1.7029,50.7156
1293,Gd Couronne 220,220,42.9,0.0020462,FR,0.0005252,1.0657,49.3824
1294,Pont.Sept. 220,220,37.9,0.0018109,FR,0.0004648,0.32959,49.568
1295,Taute 380,380,90.5,0.0043188,FR,0.0011085,-1.2305,49.153
1296,La Dronniere 220,220,59.2,0.0028272,FR,0.00072565,-0.28564,49.1098
1297,Unlabeled_183 220,220,71.1,0.0033959,FR,0.0008716,-0.10745,49.0994
1298,Larcay 380,380,170.6,0.008144,FR,0.0020903,0.84595,47.3686
1299,Chinon B 380,380,160.1,0.0076458,FR,0.0019624,0.25269,47.3388
1300,Unlabeled_184 380,380,204,0.0097382,FR,0.0024995,-0.91186,47.3909
1301,Les Galoreaux 220,220,60.1,0.002871,FR,0.00073689,-0.78003,47.4355
1302,Unlabeled_185 220,220,75.3,0.003594,FR,0.00092246,-0.53833,46.2558
1303,St. Florent 220,220,29.8,0.0014208,FR,0.00036468,-0.45044,46.2634
1304,Unlabeled_186 220,220,116.3,0.005551,FR,0.0014247,-0.62622,45.9511
1305,Cazaril 380,380,102.9,0.0049134,FR,0.0012611,0.57129,43.125
1306,Verfeil 220,220,98.5,0.004701,FR,0.0012066,1.6919,43.5406
1307,Unlabeled_187 380,380,94.2,0.0044973,ES,0.0025595,2.4366,41.9576
1308,Vic 220,220,18.3,0.0008753,ES,0.00049816,2.3401,42.0248
1309,Le Soler 220,220,85.2,0.0040697,FR,0.0010446,2.8784,42.6259
1310,Cami de Vilanova 220,220,79.6,0.0038,FR,0.00097532,2.6807,42.6178
1311,Mas Bruno 220,220,79.7,0.0038052,FR,0.00097665,2.8894,42.6905
1312,Montahut 220,220,56.4,0.0026945,FR,0.00069159,2.9443,43.5883
1313,Unlabeled_188 220,220,97.6,0.0046607,FR,0.0011963,3.5162,43.4349
1314,Cissac 220,220,46.7,0.0022297,FR,0.00057228,-0.76904,45.1665
1315,Bacalan 220,220,56.5,0.0026985,FR,0.00069261,-0.47241,44.8403
1316,Floirac 220,220,56.9,0.0027168,FR,0.00069731,-0.43945,44.7623
1317,Fleac 220,220,127.4,0.0060808,FR,0.0015607,0.18677,45.6448
1318,Unlabeled_189 380,380,209.9,0.010024,FR,0.0025727,-1.4065,43.3813
1319,Cantegrit 220,220,28.2,0.0013475,FR,0.00034587,-0.81299,43.977
1320,Pessac 220,220,69.7,0.0033288,FR,0.0008544,-0.60425,44.7389
1321,Masquet 220,220,71.5,0.0034115,FR,0.00087561,-0.84595,44.5826
1322,Grezillac 220,220,92.6,0.0044194,FR,0.0011343,-0.054932,44.6921
1323,Unlabeled_190 220,220,54.9,0.0026198,FR,0.00067242,-0.22022,44.9483
1324,Les Mauges 220,220,94.8,0.0045271,FR,0.001162,-0.93384,47.2792
1325,Laval 220,220,50.7,0.0024186,FR,0.00062078,-0.76904,48.0707
1326,Beaucouze 220,220,60.9,0.0029061,FR,0.0007459,-0.59326,47.4801
1327,Les Quintes 220,220,46.5,0.0022183,FR,0.00056937,0.32959,47.909
1328,Chinon B 220,220,53.4,0.0025486,FR,0.00065414,0.25269,47.3388
1329,Val de sevre 220,220,50.4,0.0024073,FR,0.00061787,-0.58228,46.6419
1330,Unlabeled_191 220,220,90,0.0042992,FR,0.0011035,-1.2085,47.13
1331,Gupie 220,220,96.9,0.0046263,FR,0.0011874,0.25269,44.4887
1332,Leguevin 220,220,84.3,0.0040246,FR,0.001033,1.2964,43.5565
1333,Ginestous 220,220,94.5,0.004513,FR,0.0011583,1.4502,43.6122
1334,Jalis 220,220,40.9,0.0019541,FR,0.00050156,0.67017,43.5406
1335,Cazaril 220,220,34.3,0.0016378,FR,0.00042037,0.57129,43.125
1336,Brens 220,220,120.8,0.0057695,FR,0.0014808,1.9226,43.8821
1337,Unlabeled_192 220,220,90.5,0.0043208,FR,0.001109,1.582,43.413
1338,La Justice 220,220,46.8,0.0022343,FR,0.00057348,1.7798,48.3343
1339,Unlabeled_193 220,220,58,0.002769,FR,0.0007107,0.5562,48.291
1340,Unlabeled_194 220,220,38.1,0.0018206,FR,0.00046728,-0.010986,48.6184
1341,Barquet (SNCF) 220,220,37,0.0017664,FR,0.00045336,0.91186,49.0091
1342,Les Arpents 220,220,56.4,0.0026926,FR,0.0006911,1.4722,48.6474
1343,Richebourg 220,220,189.7,0.0090552,FR,0.0023242,1.7249,48.7417
1344,Sisteron 220,220,13.6,0.00064804,FR,0.00016633,5.9546,44.2452
1345,Unlabeled_195 220,220,14.6,0.00069769,FR,0.00017907,6.0974,44.2767
1346,Le Broc-Carros 380,380,336,0.016045,FR,0.0041182,7.0532,43.787
1347,St. Croix 220,220,19.2,0.00091551,FR,0.00023498,6.1963,43.7473
1348,Cagnes sur Mer 220,220,112.5,0.0053729,FR,0.001379,6.9434,43.652
1349,Digue-des-Francais 220,220,111.5,0.0053218,FR,0.0013659,7.0752,43.6361
1350,Tour-Lascaris 220,220,113.9,0.0054392,FR,0.0013961,7.1301,43.6679
1351,Plan d  Orgon 220,220,53.4,0.002548,FR,0.00065398,5.0977,43.8583
1352,La Motte 220,220,55.7,0.0026618,FR,0.0006832,4.8889,44.0007
1353,L  Escaillon 220,220,156.9,0.0074926,FR,0.0019231,5.8997,43.1491
1354,Le Coudon 220,220,82.5,0.003941,FR,0.0010115,6.0095,43.1892
1355,Unlabeled_196 220,220,17.8,0.00085227,FR,0.00021875,6.1199,43.7572
1356,St. Auban 220,220,7.8,0.0005,FR,9.5492e-05,6.0864,44.0718
1357,La Palun 220,220,150.5,0.0071851,FR,0.0018442,5.5261,43.5008
1358,Frejus 220,220,63,0.0030091,FR,0.00077235,6.7017,43.4449
1359,Biancon 380,380,278.5,0.013299,FR,0.0034133,6.6907,43.6122
1360,Lavera 220,220,143,0.006828,FR,0.0017525,5.0537,43.3891
1361,Feuillane 220,220,147.1,0.0070234,FR,0.0018027,4.9658,43.5008
1362,Roquerousse 220,220,151.6,0.007239,FR,0.001858,5.1306,43.5406
