ID1,ID2,Resistance [Ohm],Reactance [Ohm], Thermal limit [MW]
1830,1955,0.000121,0.001146,1700
1831,1956,0.001385,0.038088,1000
1833,1957,0.000524,0.004956,1700
1833,1957,0.000524,0.004956,1700
1834,1958,0.000224,0.002116,1700
1834,1958,0.000224,0.002116,1700
1836,1959,0.000363,0.003437,1700
1837,1958,0.000333,0.00315,1700
1838,1853,0.000518,0.004899,1700
1838,1853,0.000518,0.004899,1700
1838,1853,0.000518,0.004899,1700
1839,1960,0.000311,0.002939,1700
1839,1960,0.000311,0.002939,1700
1840,1961,0.001613,0.009216,490
1840,1961,0.001613,0.009216,490
1840,1962,0.004066,0.023235,490
1840,1962,0.004066,0.023235,490
1841,1963,0.000407,0.003856,1700
1841,1963,0.000407,0.003856,1700
1842,1964,0.000542,0.005125,1700
1842,1964,0.000542,0.005125,1700
1843,1965,0.000269,0.002541,1700
1843,1965,0.000269,0.002541,1700
1843,1965,0.000269,0.002541,1700
1843,1966,0.000234,0.002214,1700
1843,1966,0.000234,0.002214,1700
1843,1967,0.000191,0.001809,1700
1843,1967,0.000191,0.001809,1700
1843,1967,0.000191,0.001809,1700
1843,1968,0.00017,0.001608,1700
1843,1968,0.00017,0.001608,1700
1843,1968,0.00017,0.001608,1700
1843,1969,0.001385,0.038088,1000
1845,1970,0.000191,0.001804,1700
1845,1970,0.000191,0.001804,1700
1846,1971,0.000685,0.006486,1700
1846,1971,0.000685,0.006486,1700
1846,1972,0.000232,0.002196,1700
1846,1972,0.000232,0.002196,1700
1847,1973,0.000193,0.001825,1700
1847,1973,0.000193,0.001825,1700
1847,1973,0.000193,0.001825,1700
1848,1974,0.000797,0.00754,1700
1848,1974,0.000797,0.00754,1700
1849,1975,0.000229,0.002169,1700
1849,1976,0.000502,0.004754,1700
1849,1976,0.000502,0.004754,1700
1850,1977,0.001571,0.008975,490
1850,1977,0.001571,0.008975,490
1850,1978,0.002136,0.012207,490
1850,1978,0.002136,0.012207,490
1850,1979,0.020714,0.11837,490
1850,1979,0.020714,0.11837,490
1853,1962,0.001385,0.038088,1000
1854,1954,0.000102,0.000966,1700
1855,1956,0.000107,0.001014,1700
1855,1956,0.000107,0.001014,1700
1855,1956,0.000107,0.001014,1700
1855,1980,0.000201,0.001904,1700
1855,1980,0.000201,0.001904,1700
1855,1980,0.000201,0.001904,1700
1856,1981,0.000915,0.008657,1700
1856,1981,0.000915,0.008657,1700
1858,1982,0.000329,0.003117,1700
1858,1982,0.000329,0.003117,1700
1860,1983,0.000358,0.003384,1700
1860,1983,0.000358,0.003384,1700
1860,1984,0.000235,0.002221,1700
1860,1984,0.000235,0.002221,1700
1862,1972,0.001963,0.018578,1700
1862,1972,0.001963,0.018578,1700
1862,1985,0.001385,0.038088,1000
1864,1986,0.003452,0.032667,1700
1864,1987,0.000451,0.00427,1700
1865,1988,0.000371,0.003512,1700
1865,1989,0.001433,0.013561,1700
1868,1990,0.001159,0.010969,1700
1868,1991,0.001358,0.01285,1700
1868,1992,0.000704,0.006662,1700
1868,1992,0.000704,0.006662,1700
1868,1993,0.001385,0.038088,1000
1869,1994,0.000259,0.002453,1700
1869,1995,0.001385,0.038088,1000
1870,1871,0.003416,0.019521,490
1870,1871,0.003416,0.019521,490
1870,1993,0.009594,0.054825,490
1871,1996,0.001923,0.010988,490
1871,1996,0.001923,0.010988,490
1872,1997,0.0021,0.012001,490
1872,1997,0.0021,0.012001,490
1872,1998,0.002261,0.012918,490
1872,1998,0.002261,0.012918,490
1873,1999,0.000389,0.003678,1700
1873,1999,0.000389,0.003678,1700
1873,2000,0.000858,0.008123,1700
1874,1881,0.007374,0.042135,490
1874,1993,0.011593,0.066246,490
1874,2001,0.00269,0.015372,490
1874,2001,0.00269,0.015372,490
1875,2002,0.000394,0.003728,1700
1875,2003,0.001395,0.013199,1700
1875,2004,0.000483,0.004575,1700
1875,2005,0.000323,0.003055,1700
1875,2005,0.000323,0.003055,1700
1876,2006,0.005079,0.029025,490
1877,2005,0.001065,0.010076,1700
1877,2005,0.001065,0.010076,1700
1880,1993,0.008566,0.048948,490
1881,2007,0.001402,0.008014,490
1881,2007,0.001402,0.008014,490
1882,2008,0.009837,0.056212,490
1882,2008,0.009837,0.056212,490
1882,2009,0.001385,0.038088,1000
1883,2010,0.001197,0.006842,490
1883,2010,0.001197,0.006842,490
1883,2011,0.006543,0.037387,490
1884,1887,0.001002,0.009481,1700
1884,1887,0.001002,0.009481,1700
1884,2012,0.002268,0.021462,1700
1884,2013,0.001099,0.010402,1700
1884,2014,0.000222,0.002101,1700
1884,2014,0.000222,0.002101,1700
1885,1889,0.000574,0.005429,1700
1885,1889,0.000574,0.005429,1700
1885,2015,0.002406,0.02277,1700
1885,2015,0.002406,0.02277,1700
1886,2016,0.003823,0.021844,490
1886,2017,0.014829,0.084736,490
1886,2018,0.01461,0.083487,490
1887,2013,0.000979,0.009265,1700
1887,2019,0.002148,0.020331,1700
1887,2020,0.000357,0.003378,1700
1887,2020,0.000357,0.003378,1700
1887,2021,0.0004,0.003788,1700
1887,2021,0.0004,0.003788,1700
1887,2021,0.000397,0.003755,1700
1887,2021,0.000397,0.003755,1700
1889,2022,0.0035,0.033123,1700
1890,2023,0.002368,0.022407,1700
1890,2024,0.001385,0.038088,1000
1892,2018,0.002933,0.016758,490
1893,2025,0.004711,0.026921,490
1893,2025,0.004711,0.026921,490
1894,1896,0.002415,0.013798,490
1895,2026,0.000926,0.008763,1700
1897,2027,0.002484,0.014194,490
1897,2027,0.002484,0.014194,490
1897,2028,0.010504,0.060024,490
1898,1900,0.00061,0.005777,1700
1899,1900,0.000774,0.007329,1700
1899,2029,0.001385,0.038088,1000
1900,2030,0.000424,0.004015,1700
1900,2031,0.00088,0.008331,1700
1900,2032,0.001385,0.038088,1000
1901,2026,0.001616,0.01529,1700
1901,2033,0.001053,0.009968,1700
1901,2034,0.000443,0.004195,1700
1901,2035,0.001725,0.016321,1700
1902,1903,0.008837,0.050496,490
1902,2028,0.010222,0.058411,490
1903,2032,0.002681,0.015322,490
1903,2032,0.002681,0.015322,490
1903,2036,0.002862,0.016354,490
1903,2037,0.001174,0.006708,490
1903,2037,0.001174,0.006708,490
1904,1905,0.002152,0.012296,490
1904,2038,0.006282,0.035894,490
1904,2039,0.008862,0.050641,490
1907,2039,0.003276,0.018719,490
1907,2040,0.005905,0.033742,490
1907,2040,0.005905,0.033742,490
1907,2041,0.006723,0.038414,490
1907,2041,0.006611,0.037778,490
1907,2042,0.001933,0.011045,490
1907,2042,0.001933,0.011045,490
1907,2043,0.001604,0.009163,490
1908,1910,0.008095,0.046259,490
1908,1911,0.006682,0.038182,490
1908,2041,0.007848,0.044847,490
1908,2044,0.005139,0.029365,490
1910,2045,0.003766,0.021521,490
1910,2045,0.003766,0.021521,490
1912,1913,0.000776,0.007345,1700
1912,2046,0.00018,0.001706,1700
1913,2047,0.000605,0.005724,1700
1915,2048,0.000981,0.005604,490
1917,2049,0.001339,0.007652,490
1917,2049,0.001339,0.007652,490
1917,2050,0.009259,0.052908,490
1917,2051,0.00467,0.026684,490
1918,1919,0.001385,0.038088,1000
1918,2052,0.003522,0.033335,1700
1919,2053,0.02223,0.12703,490
1919,2054,0.006893,0.039387,490
1919,2055,0.011908,0.068045,490
1919,2055,0.011908,0.068045,490
1919,2056,0.00717,0.040969,490
1920,2048,0.004463,0.025504,490
1920,2048,0.004463,0.025504,490
1920,2057,0.007368,0.0421,490
1920,2057,0.007368,0.0421,490
1921,2058,0.009548,0.054557,490
1921,2059,0.003052,0.017437,490
1922,2060,0.001385,0.038088,1000
1923,2049,0.000588,0.003357,490
1923,2049,0.000588,0.003357,490
1923,2061,0.00229,0.013085,490
1923,2061,0.00229,0.013085,490
1924,1925,0.004466,0.025518,490
1924,1925,0.004466,0.025518,490
1924,2049,0.001964,0.011221,490
1924,2049,0.001964,0.011221,490
1925,2062,0.000792,0.004526,490
1925,2062,0.000792,0.004526,490
1926,2053,0.003974,0.022707,490
1927,2063,0.00482,0.027545,490
1927,2063,0.00482,0.027545,490
1927,2064,0.002996,0.017119,490
1927,2064,0.002996,0.017119,490
1929,2065,0.000322,0.003045,1700
1929,2065,0.000322,0.003045,1700
1929,2066,6.4e-05,0.000608,1700
1929,2066,6.4e-05,0.000608,1700
1930,2067,0.001267,0.011987,1700
1930,2068,0.001385,0.038088,1000
1933,2046,0.000937,0.008865,1700
1933,2069,0.000163,0.001539,1700
1933,2069,0.000163,0.001539,1700
1934,2070,0.000306,0.002898,1700
1934,2070,0.000306,0.002898,1700
1934,2071,0.001202,0.011372,1700
1934,2072,0.00036,0.003402,1700
1934,2073,0.001385,0.038088,1000
1935,2074,0.001385,0.038088,1000
1936,2075,0.001385,0.038088,1000
1937,2067,0.000354,0.003349,1700
1937,2076,5.2e-05,0.000491,1700
1937,2076,5.2e-05,0.000491,1700
1937,2077,0.001385,0.038088,1000
1938,2078,0.000742,0.007023,1700
1938,2079,0.000179,0.001693,1700
1938,2079,0.000179,0.001693,1700
1939,2080,0.000781,0.007388,1700
1939,2080,0.000775,0.007331,1700
1940,2078,0.001283,0.012145,1700
1940,2080,9.9e-05,0.000935,1700
1940,2081,0.003299,0.031221,1700
1940,2082,7.8e-05,0.000737,1700
1940,2083,0.000112,0.001059,1700
1940,2084,0.000206,0.001945,1700
1941,1944,0.004074,0.023279,490
1941,2085,0.001404,0.008023,490
1941,2086,0.00404,0.023085,490
1941,2087,0.002675,0.015286,490
1942,2087,0.001545,0.008825,490
1943,2088,0.00151,0.008627,490
1943,2088,0.00151,0.008627,490
1944,2089,0.001186,0.006776,490
1944,2089,0.001186,0.006776,490
1945,2090,0.000929,0.005306,490
1945,2091,0.000887,0.005067,490
1945,2091,0.000887,0.005067,490
1947,2092,0.00358,0.020458,490
1947,2093,0.003989,0.022793,490
1947,2093,0.003989,0.022793,490
1948,2094,0.001202,0.006869,490
1948,2095,0.001334,0.007623,490
1949,2096,0.002585,0.014771,490
1949,2097,0.001565,0.008942,490
1949,2097,0.001565,0.008942,490
1950,2098,0.000456,0.004312,1700
1950,2098,0.000456,0.004312,1700
1950,2098,0.000456,0.004312,1700
1951,1955,0.000411,0.003888,1700
1951,1955,0.000411,0.003888,1700
1951,2099,0.001094,0.010355,1700
1951,2099,0.001094,0.010355,1700
1952,2100,0.001385,0.038088,1000
1953,2101,0.003834,0.021905,490
1953,2101,0.003834,0.021905,490
1953,2102,0.003342,0.019099,490
1953,2102,0.003342,0.019099,490
1954,2103,0.000772,0.007306,1700
1957,1959,0.000288,0.002727,1700
1957,1959,0.000288,0.002727,1700
1960,1968,0.000334,0.003157,1700
1960,1968,0.000334,0.003157,1700
1960,1968,0.000334,0.003157,1700
1960,2104,0.000423,0.004001,1700
1960,2105,0.001385,0.038088,1000
1963,2106,0.000471,0.004458,1700
1963,2106,0.000471,0.004458,1700
1963,2107,0.001526,0.014445,1700
1963,2107,0.001526,0.014445,1700
1963,2108,0.000618,0.005853,1700
1963,2108,0.000618,0.005853,1700
1963,2109,0.001385,0.038088,1000
1964,2110,0.001385,0.038088,1000
1965,2111,0.001385,0.038088,1000
1966,2106,0.000711,0.006726,1700
1966,2106,0.000711,0.006726,1700
1967,1968,0.000124,0.001174,1700
1967,1968,0.000124,0.001174,1700
1967,1968,0.000124,0.001174,1700
1967,2112,0.001385,0.038088,1000
1969,2113,0.003811,0.021779,490
1969,2113,0.003811,0.021779,490
1971,2114,0.00036,0.003404,1700
1971,2114,0.00036,0.003404,1700
1972,2115,0.001158,0.010956,1700
1972,2115,0.001158,0.010956,1700
1972,2116,0.001385,0.038088,1000
1974,2117,0.000694,0.006565,1700
1974,2117,0.000694,0.006565,1700
1974,2118,0.000205,0.001943,1700
1974,2118,0.000205,0.001943,1700
1976,2119,0.000634,0.006003,1700
1976,2119,0.000634,0.006003,1700
1979,2120,0.00281,0.016055,490
1979,2120,0.00281,0.016055,490
1981,2121,0.000406,0.003843,1700
1981,2121,0.000406,0.003843,1700
1983,2122,0.00073,0.006911,1700
1983,2122,0.00073,0.006911,1700
1983,2123,0.00013,0.001233,1700
1983,2123,0.00013,0.001233,1700
1985,2124,0.004855,0.027745,490
1985,2124,0.004855,0.027745,490
1986,2013,0.001041,0.009856,1700
1986,2125,0.000283,0.002681,1700
1986,2125,0.000283,0.002681,1700
1987,2009,0.005319,0.050338,1700
1987,2126,0.000245,0.002322,1700
1987,2126,0.000245,0.002322,1700
1989,1991,0.000196,0.001852,1700
1989,1991,0.000196,0.001852,1700
1989,2127,0.000746,0.007061,1700
1990,1999,0.001758,0.016634,1700
1990,1999,0.001758,0.016634,1700
1990,2126,0.000274,0.002594,1700
1990,2126,0.000274,0.002594,1700
1991,2128,0.001385,0.038088,1000
1992,2129,0.002063,0.019525,1700
1992,2130,0.000246,0.002332,1700
1992,2130,0.000246,0.002332,1700
1993,2128,0.008969,0.05125,490
1993,2131,0.003382,0.019326,490
1993,2131,0.003382,0.019326,490
1995,2128,0.013628,0.077875,490
1999,2019,0.000782,0.007402,1700
1999,2132,0.000312,0.002952,1700
1999,2132,0.000312,0.002952,1700
2000,2019,0.000679,0.006423,1700
2000,2019,0.000679,0.006423,1700
2002,2133,0.000848,0.008027,1700
2002,2134,0.000209,0.001978,1700
2002,2134,0.000209,0.001978,1700
2003,2015,0.001656,0.015668,1700
2003,2135,0.001581,0.014967,1700
2003,2136,0.000889,0.008416,1700
2004,2137,0.000989,0.009355,1700
2004,2138,0.001279,0.012107,1700
2004,2138,0.001279,0.012107,1700
2005,2139,0.0019,0.017984,1700
2005,2139,0.0019,0.017984,1700
2006,2140,0.006094,0.034822,490
2006,2140,0.006094,0.034822,490
2006,2141,0.002593,0.014814,490
2006,2141,0.002593,0.014814,490
2006,2142,0.004607,0.026328,490
2006,2142,0.004607,0.026328,490
2006,2143,0.00194,0.011083,490
2006,2143,0.00194,0.011083,490
2008,2144,0.005477,0.0313,490
2008,2144,0.005477,0.0313,490
2008,2145,0.016231,0.092747,490
2009,2129,0.001562,0.01478,1700
2009,2146,0.001723,0.016303,1700
2009,2147,0.000368,0.003479,1700
2011,2012,0.001385,0.038088,1000
2011,2145,0.008728,0.049872,490
2011,2148,0.002618,0.014959,490
2011,2149,0.002591,0.014802,490
2012,2137,0.00085,0.008048,1700
2012,2150,0.000887,0.00839,1700
2012,2151,0.00029,0.00274,1700
2012,2151,0.00029,0.00274,1700
2012,2152,0.000368,0.003481,1700
2014,2147,0.001187,0.011229,1700
2014,2153,0.001495,0.014146,1700
2015,2139,0.001512,0.01431,1700
2015,2139,0.001512,0.01431,1700
2015,2154,0.001748,0.016543,1700
2016,2155,0.003154,0.018024,490
2017,2155,0.008087,0.04621,490
2017,2156,0.01946,0.1112,490
2017,2157,0.012518,0.071529,490
2017,2158,0.009157,0.052325,490
2018,2024,0.022963,0.13121,490
2022,2159,0.001763,0.016687,1700
2022,2159,0.001763,0.016687,1700
2022,2160,0.001987,0.018806,1700
2022,2161,0.001456,0.013779,1700
2023,2162,0.001256,0.011887,1700
2023,2163,0.001112,0.010522,1700
2023,2164,0.001385,0.038088,1000
2024,2165,0.003043,0.017387,490
2024,2165,0.003043,0.017387,490
2024,2166,0.005426,0.031004,490
2024,2166,0.005426,0.031004,490
2024,2167,0.003889,0.02222,490
2026,2168,0.000288,0.002722,1700
2029,2037,0.002096,0.011979,490
2029,2037,0.002096,0.011979,490
2030,2169,0.000538,0.005087,1700
2030,2170,0.000305,0.002888,1700
2031,2171,0.000651,0.006158,1700
2032,2036,0.003031,0.01732,490
2032,2172,0.002388,0.013645,490
2033,2173,0.003242,0.030685,1700
2035,2174,0.000279,0.002636,1700
2036,2175,0.002101,0.012007,490
2039,2176,0.003014,0.017221,490
2040,2043,0.00226,0.012913,490
2041,2044,0.002778,0.015872,490
2044,2177,0.000856,0.00489,490
2046,2069,0.000932,0.008824,1700
2046,2069,0.000932,0.008824,1700
2046,2178,0.000478,0.004522,1700
2046,2178,0.000515,0.004878,1700
2046,2178,0.000504,0.004773,1700
2046,2178,0.000504,0.004773,1700
2046,2179,0.000947,0.008963,1700
2046,2180,0.001385,0.038088,1000
2047,2179,0.000387,0.003661,1700
2047,2181,0.001096,0.010372,1700
2047,2182,0.000511,0.004837,1700
2047,2183,0.00084,0.00795,1700
2047,2184,0.001385,0.038088,1000
2049,2185,0.004805,0.027456,490
2049,2185,0.004805,0.027456,490
2050,2094,0.000826,0.004717,490
2050,2186,0.00174,0.009943,490
2051,2187,0.003107,0.017752,490
2051,2188,0.004606,0.026322,490
2052,2189,0.004219,0.039929,1700
2053,2190,0.005635,0.032202,490
2054,2191,0.002365,0.013511,490
2054,2192,0.004632,0.026471,490
2054,2193,0.001944,0.011109,490
2054,2193,0.001944,0.011109,490
2054,2194,0.003198,0.018272,490
2054,2194,0.003198,0.018272,490
2054,2195,0.002827,0.016152,490
2055,2093,0.00531,0.030344,490
2055,2093,0.00531,0.030344,490
2055,2191,0.003016,0.017234,490
2056,2196,0.001249,0.007134,490
2057,2197,0.001423,0.008134,490
2057,2198,0.003561,0.02035,490
2059,2060,0.001716,0.009807,490
2059,2060,0.001716,0.009807,490
2059,2190,0.000754,0.004307,490
2063,2064,0.001825,0.010426,490
2063,2064,0.001825,0.010426,490
2063,2199,0.00727,0.041543,490
2063,2199,0.00727,0.041543,490
2063,2199,0.00723,0.041312,490
2063,2199,0.00723,0.041312,490
2064,2200,0.002005,0.011459,490
2064,2200,0.002005,0.011459,490
2065,2066,0.000294,0.002785,1700
2065,2066,0.000294,0.002785,1700
2065,2069,0.00133,0.012582,1700
2065,2069,0.00133,0.012582,1700
2066,2201,9.5e-05,0.000902,1700
2066,2201,9.5e-05,0.000902,1700
2067,2202,0.00048,0.004546,1700
2067,2202,0.00048,0.004546,1700
2068,2191,0.001676,0.009577,490
2068,2191,0.001676,0.009577,490
2068,2195,0.003368,0.019246,490
2068,2195,0.003368,0.019246,490
2069,2203,0.000724,0.006854,1700
2069,2203,0.000724,0.006854,1700
2070,2204,0.000259,0.002454,1700
2070,2204,0.000259,0.002454,1700
2070,2205,0.000316,0.002992,1700
2070,2205,0.000316,0.002992,1700
2071,2078,0.001083,0.010252,1700
2071,2206,0.00017,0.001613,1700
2072,2207,0.000125,0.001179,1700
2073,2074,0.005109,0.029191,490
2073,2208,0.000728,0.004158,490
2073,2209,0.002783,0.015902,490
2073,2209,0.002783,0.015902,490
2073,2210,0.004353,0.024875,490
2073,2211,0.000902,0.005157,490
2073,2212,0.004331,0.024751,490
2073,2213,0.001354,0.007736,490
2073,2214,0.002113,0.012075,490
2073,2215,0.004252,0.024296,490
2074,2215,0.002292,0.013096,490
2075,2086,0.002389,0.013651,490
2075,2216,0.01056,0.060341,490
2076,2217,0.000281,0.002656,1700
2076,2217,0.000281,0.002656,1700
2077,2218,0.001636,0.00935,490
2077,2218,0.001636,0.00935,490
2077,2219,0.000368,0.002102,490
2077,2220,0.00542,0.030971,490
2077,2221,0.002329,0.01331,490
2077,2222,0.004126,0.023574,490
2078,2223,0.002229,0.021092,1700
2078,2224,0.001037,0.009812,1700
2078,2225,0.003744,0.035438,1700
2078,2226,0.001385,0.038088,1000
2081,2082,0.003223,0.030506,1700
2081,2084,0.003071,0.029068,1700
2081,2084,0.003074,0.029088,1700
2081,2227,0.001899,0.017977,1700
2081,2228,0.000402,0.0038,1700
2081,2229,0.001385,0.038088,1000
2082,2189,0.000845,0.007999,1700
2082,2189,0.000847,0.008015,1700
2083,2230,0.003037,0.028741,1700
2083,2230,0.003034,0.02871,1700
2085,2231,0.001217,0.006951,490
2085,2231,0.001217,0.006951,490
2085,2232,0.003192,0.018241,490
2086,2233,0.004549,0.025993,490
2086,2234,0.008761,0.050065,490
2087,2210,0.001504,0.008594,490
2090,2091,0.00104,0.005945,490
2090,2091,0.00104,0.005945,490
2090,2235,0.002342,0.013381,490
2090,2236,0.001791,0.010234,490
2090,2236,0.001791,0.010234,490
2091,2096,0.001257,0.007181,490
2091,2096,0.001257,0.007181,490
2093,2237,0.001246,0.007121,490
2093,2238,0.00143,0.008173,490
2093,2239,0.000919,0.005249,490
2098,2240,0.001385,0.038088,1000
2099,2241,0.000367,0.003476,1700
2099,2241,0.000367,0.003476,1700
2099,2242,0.000583,0.005521,1700
2099,2242,0.000583,0.005521,1700
2099,2243,0.001385,0.038088,1000
2100,2240,0.001078,0.006161,490
2100,2240,0.001078,0.006161,490
2101,2244,0.008401,0.048003,490
2101,2244,0.008401,0.048003,490
2102,2245,0.003082,0.017612,490
2102,2245,0.003082,0.017612,490
2103,2246,0.000556,0.00526,1700
2103,2246,0.000556,0.00526,1700
2103,2247,0.000378,0.003579,1700
2103,2247,0.000378,0.003579,1700
2104,2248,0.000472,0.004471,1700
2104,2249,0.001385,0.038088,1000
2105,2250,0.000885,0.005054,490
2105,2251,0.001079,0.006164,490
2107,2252,0.000883,0.008352,1700
2107,2252,0.000883,0.008352,1700
2107,2253,0.001385,0.038088,1000
2108,2254,0.000705,0.006667,1700
2108,2254,0.000705,0.006667,1700
2109,2255,0.009684,0.055337,490
2109,2255,0.009684,0.055337,490
2109,2256,0.005544,0.03168,490
2109,2256,0.005544,0.03168,490
2110,2257,0.001319,0.007539,490
2110,2257,0.001319,0.007539,490
2111,2258,0.002746,0.01569,490
2111,2258,0.002746,0.01569,490
2112,2258,0.003478,0.019874,490
2112,2258,0.003478,0.019874,490
2113,2258,0.001369,0.007824,490
2113,2258,0.001369,0.007824,490
2113,2259,0.00123,0.007027,490
2113,2259,0.00123,0.007027,490
2114,2260,0.000181,0.001712,1700
2114,2260,0.000181,0.001712,1700
2114,2261,0.000184,0.001743,1700
2114,2261,0.000184,0.001743,1700
2115,2262,0.001385,0.038088,1000
2116,2263,0.006409,0.036621,490
2116,2263,0.006409,0.036621,490
2116,2264,0.004772,0.027269,490
2116,2264,0.004772,0.027269,490
2117,2265,0.000177,0.001675,1700
2117,2266,0.0001,0.000945,1700
2117,2266,0.0001,0.000945,1700
2119,2257,0.001385,0.038088,1000
2119,2267,0.001696,0.016046,1700
2119,2267,0.001696,0.016046,1700
2120,2268,0.009906,0.056604,490
2120,2268,0.009906,0.056604,490
2120,2269,0.001385,0.038088,1000
2120,2270,0.004435,0.02534,490
2120,2270,0.004435,0.02534,490
2121,2271,0.002698,0.025531,1700
2121,2271,0.002698,0.025531,1700
2121,2271,0.002703,0.025577,1700
2121,2272,0.001385,0.038088,1000
2122,2273,0.000893,0.008451,1700
2122,2273,0.000893,0.008451,1700
2122,2274,0.000347,0.003284,1700
2122,2274,0.000347,0.003284,1700
2122,2275,0.001385,0.038088,1000
2127,2276,0.001783,0.016877,1700
2129,2276,0.000218,0.002065,1700
2129,2276,0.000218,0.002065,1700
2133,2136,0.000638,0.006034,1700
2133,2136,0.000638,0.006034,1700
2133,2277,0.000194,0.001835,1700
2133,2277,0.000194,0.001835,1700
2135,2154,0.001409,0.013337,1700
2135,2159,0.00125,0.011827,1700
2135,2159,0.00125,0.011827,1700
2135,2278,0.000927,0.008771,1700
2135,2279,0.002132,0.020179,1700
2136,2141,0.001385,0.038088,1000
2136,2278,0.000539,0.005104,1700
2136,2280,0.00157,0.014861,1700
2136,2280,0.00157,0.014861,1700
2137,2153,0.000571,0.005406,1700
2137,2153,0.000531,0.005022,1700
2138,2150,0.000289,0.002738,1700
2138,2150,0.000289,0.002738,1700
2138,2281,0.00022,0.002078,1700
2138,2281,0.00022,0.002078,1700
2138,2282,0.000383,0.003624,1700
2138,2282,0.000274,0.002592,1700
2138,2282,0.000274,0.002592,1700
2138,2282,0.000409,0.003866,1700
2142,2283,0.002257,0.012899,490
2144,2284,0.001248,0.007128,490
2144,2285,0.00243,0.013888,490
2144,2285,0.00243,0.013888,490
2144,2286,0.00103,0.005883,490
2144,2287,0.004811,0.027488,490
2144,2287,0.004811,0.027488,490
2145,2288,0.008063,0.046077,490
2146,2289,0.001085,0.010265,1700
2146,2290,0.001149,0.010871,1700
2146,2291,0.000575,0.005445,1700
2146,2292,0.00042,0.003974,1700
2147,2293,0.00017,0.001609,1700
2147,2293,0.00017,0.001609,1700
2149,2294,0.001385,0.038088,1000
2150,2295,0.000553,0.005236,1700
2151,2294,0.000244,0.002308,1700
2151,2296,0.000249,0.002351,1700
2156,2297,0.008183,0.046761,490
2156,2298,0.001222,0.006982,490
2156,2299,0.008018,0.045817,490
2156,2300,0.004221,0.024122,490
2157,2300,0.009335,0.053344,490
2160,2161,0.001411,0.013354,1700
2160,2301,0.001431,0.013546,1700
2160,2302,0.001385,0.038088,1000
2161,2303,0.000965,0.009137,1700
2162,2303,0.001308,0.012377,1700
2162,2304,0.000428,0.00405,1700
2163,2305,0.000796,0.007536,1700
2164,2167,0.012355,0.070599,490
2164,2306,0.003978,0.022731,490
2164,2306,0.004919,0.028108,490
2164,2307,0.00279,0.015941,490
2164,2308,0.002151,0.01229,490
2166,2167,0.008452,0.048299,490
2169,2309,0.002267,0.021455,1700
2169,2309,0.002246,0.02126,1700
2169,2310,0.001385,0.038088,1000
2171,2311,0.002194,0.020766,1700
2172,2175,0.001898,0.010845,490
2173,2311,0.002063,0.019528,1700
2173,2312,0.000292,0.00276,1700
2173,2312,0.000292,0.00276,1700
2173,2313,0.001198,0.011336,1700
2173,2314,0.00024,0.002275,1700
2173,2314,0.00024,0.002275,1700
2173,2315,0.000324,0.003066,1700
2174,2312,0.001968,0.018621,1700
2175,2310,0.003034,0.017338,490
2179,2316,0.000326,0.003083,1700
2179,2316,0.000326,0.003083,1700
2180,2317,0.004809,0.027481,490
2180,2318,0.003099,0.01771,490
2180,2319,0.004306,0.024604,490
2180,2320,0.001829,0.010452,490
2180,2321,0.003694,0.02111,490
2181,2183,0.000256,0.002421,1700
2181,2322,0.000128,0.00121,1700
2182,2323,0.000476,0.004509,1700
2182,2323,0.000476,0.004509,1700
2182,2324,0.000544,0.005144,1700
2183,2325,0.000455,0.004308,1700
2183,2325,0.000455,0.004308,1700
2184,2326,0.002818,0.016104,490
2184,2327,0.00325,0.018573,490
2185,2328,0.005657,0.032327,490
2185,2329,0.004511,0.025776,490
2185,2329,0.004511,0.025776,490
2186,2330,0.001317,0.007525,490
2189,2227,0.000592,0.005605,1700
2189,2230,0.002914,0.027574,1700
2189,2331,0.000677,0.006403,1700
2189,2331,0.000677,0.006403,1700
2189,2331,0.00067,0.006344,1700
2189,2331,0.00067,0.006344,1700
2189,2332,0.001235,0.011688,1700
2189,2333,0.002786,0.026371,1700
2189,2333,0.002786,0.026371,1700
2189,2333,0.002739,0.025918,1700
2189,2334,0.001385,0.038088,1000
2190,2335,0.001482,0.008468,490
2190,2335,0.001482,0.008468,490
2192,2336,0.002262,0.012928,490
2192,2337,0.001257,0.007183,490
2192,2337,0.001257,0.007183,490
2193,2194,0.001854,0.010596,490
2193,2338,0.001547,0.008842,490
2193,2339,0.004002,0.022871,490
2193,2339,0.004002,0.022871,490
2194,2340,0.006743,0.038533,490
2194,2340,0.006743,0.038533,490
2194,2341,0.001557,0.008899,490
2194,2342,0.001683,0.009617,490
2196,2343,0.00216,0.012345,490
2196,2343,0.00216,0.012345,490
2196,2344,0.001532,0.008753,490
2198,2328,0.002253,0.012874,490
2199,2345,0.004852,0.027725,490
2199,2345,0.004852,0.027725,490
2202,2336,0.001385,0.038088,1000
2202,2346,0.001493,0.014134,1700
2202,2346,0.001493,0.014134,1700
2203,2343,0.001385,0.038088,1000
2203,2347,0.000895,0.00847,1700
2203,2347,0.000895,0.00847,1700
2204,2348,0.000157,0.001481,1700
2204,2348,0.000157,0.001481,1700
2204,2349,0.00018,0.001699,1700
2205,2207,0.000272,0.002569,1700
2207,2350,0.001385,0.038088,1000
2208,2351,0.000223,0.001272,490
2208,2352,0.000479,0.002737,490
