	-0.86792	53.0544
	-0.85693	53.1929
	-0.99976	52.942
	-0.74707	53.2652
	-1.2195	52.8559
	-0.35156	52.2547
	-0.71411	53.3637
	-0.74707	52.2682
	-1.1646	52.5296
	-1.4069	52.4564
	-1.593	52.7429
	-0.29663	51.9443
	-0.20874	52.9619
	-0.59326	53.6251
	-0.53833	51.951
	-1.047	52.0724
	-1.4282	52.4426
	-1.8457	52.683
	-1.6631	52.6038
	-2.0325	53.028
	-1.593	52.7429
	0.043945	51.9307
	-0.10986	53.0346
	-0.021973	52.8625
	-0.8435	53.6248
	-0.17578	53.5599
	-0.42847	53.8071
	-0.42847	51.6998
	-1.0107	51.9307
	-0.92285	52.1065
	-1.7139	52.5028
	-1.4282	52.4426
	-2.2412	52.543
	-1.8677	52.5363
	-2.1863	53.1929
	-2.2632	52.4627
	-1.8677	52.5363
	1.0217	52.039
	0.30762	52.2883
	-0.021973	51.7406
	-0.13184	52.7961
	0.26367	52.7097
	-0.802	53.7292
	-1.0986	53.5664
	-0.79102	53.8979
	-0.42847	53.8071
	-0.27466	51.5907
	-0.42847	51.6998
	-0.802	51.727
	-1.2415	51.7338
	-1.9446	52.2211
	-1.7139	52.5028
	-1.593	52.3488
	-2.5049	52.603
	-2.2632	52.4627
	-2.3401	53.344
	-2.0984	53.2455
	-2.1973	52.2345
	-2.0867	52.329
	-1.9775	52.4091
	1.3074	52.5897
	1.571	52.1739
	-0.021973	51.7406
	-0.94482	53.6577
	-1.3074	53.3571
	-1.3623	53.4684
	-1.4832	54.6611
	-0.99976	53.969
	-1.1865	54.553
	-0.29663	53.8201
	-0.15381	51.5224
	-0.27466	51.5907
	0.26367	51.6248
	-0.51636	51.6248
	-0.70312	51.5771
	-2.2852	51.8901
	-1.238	51.6863
	-2.0654	51.5702
	-1.9446	52.2211
	-1.7688	52.3823
	-2.5928	52.6631
	-2.384	53.4226
	-3.1091	53.1665
	-2.0325	53.488
	-2.0435	52.3622
	-1.9995	52.5095
	-0.032959	51.6862
	-1.7029	53.488
	-1.2305	53.7422
	-1.2194	53.6442
	-1.4058	53.6351
	-1.3074	53.3571
	-1.3623	53.4684
	-1.6479	54.7437
	-1.3953	54.826
	-1.4832	54.6611
	-1.1865	54.553
	-0.13184	53.8331
	0.17578	51.4061
	-0.38452	51.5293
	-0.076904	51.6589
	0.36255	51.5019
	-0.70312	51.5771
	-3.1311	51.8154
	-1.2305	51.5839
	-1.0767	51.6862
	-2.0764	51.4198
	-3.0103	52.9685
	-2.6916	52.6297
	-2.3401	53.5272
	-2.384	53.4226
	-2.9443	53.2455
	-3.1201	53.061
	-3.5706	53.2126
	-2.1094	52.5763
	-0.21973	51.6862
	-1.5271	53.3964
	-1.8347	53.7292
	-1.2305	53.7422
	-2.1423	53.599
	-1.5271	53.3964
	-1.2744	53.4095
	-1.403	53.3005
	-1.3733	53.2258
	-0.85693	53.1929
	-1.8677	55.0028
	-1.3953	54.826
	-1.3184	54.6484
	-1.4078	54.5906
	-0.88989	54.5147
	0.27466	51.4061
	0.16479	51.3031
	-0.29663	51.4061
	-0.50537	51.4745
	-0.054932	51.5771
	0.054932	51.6385
	0.36255	51.5019
	-0.68115	51.4403
	-4.9878	51.6317
	-1.1206	51.3237
	-2.6367	51.5361
	-3.208	51.138
	-2.0764	51.4198
	-2.2852	53.586
	-2.3401	53.5272
	-2.2522	53.4226
	-2.7026	53.2981
	-2.9443	53.2455
	-3.8892	52.8625
	-4.1418	53.1072
	-2.1863	53.8201
	-1.8127	53.8396
	-1.1096	53.9884
	-1.4832	53.8007
	-2.1423	53.599
	-1.4392	53.3177
	-2.2742	55.6776
	-1.8677	55.0028
	-1.4502	54.8956
	-1.3403	54.7373
	-1.0657	54.5975
	0.37354	51.3718
	0.27466	51.4061
	0.010986	51.2757
	0.82397	51.3169
	-0.10986	51.4198
	-0.19775	51.2963
	0.032959	51.5361
	0.54932	51.4472
	0.58228	51.5771
	-0.68115	51.31
	-3.9331	51.7134
	-0.87891	51.2138
	-0.68115	51.31
	-2.8784	51.5975
	-3.2739	50.9792
	-3.208	51.138
	-2.4311	51.5951
	-2.3181	53.7292
	-2.2192	53.5207
	-2.1094	53.4095
	-2.7026	53.2981
	-3.0762	53.3571
	-3.8892	52.8625
	-3.9661	53.0808
	-4.4055	53.3702
	-1.8127	53.8396
	-1.6479	53.7942
	-1.7578	53.6577
	-1.5161	53.344
	-2.6807	55.9
	-2.1533	55.8815
	-2.2852	55.0343
	-1.604	55.1789
	-1.4832	54.9713
	-1.2305	54.6802
	-0.19775	51.2963
	1.0657	51.2482
	0.098877	51.3718
	-0.40649	51.2894
	0.5603	51.4129
	0.83496	51.5429
	0.51636	51.8561
	-3.2739	51.6453
	-3.9331	51.7134
	-1.0547	50.903
	-2.9993	51.6862
	-2.8784	51.5975
	-3.2849	50.9307
	-3.1531	50.9792
	-2.9553	51.0759
	-2.4719	51.5361
	-2.7136	53.7422
	-2.7686	53.4423
	-2.9443	53.4357
	-3.9771	53.0082
	-2.45	55.9738
	-3.0103	55.7889
	-2.6807	55.9
	-2.9663	54.9335
	-1.571	55.1161
	-1.5271	55.0469
	0.95581	51.0621
	0.17578	51.4061
	-3.2739	51.6453
	-3.9771	51.6044
	-3.7244	51.5634
	-1.2415	50.8684
	-1.3953	50.9584
	-0.19775	50.9446
	-3.197	51.4951
	-3.3618	50.7365
	-4.3286	50.9446
	-2.6147	54.04
	-2.9224	53.8979
	-2.7136	53.7422
	-2.8345	53.5338
	-2.45	55.9738
	-3.4167	55.7271
	-3.0103	55.7889
	-2.9663	54.9335
	0.91186	50.9307
	-3.3179	51.5566
	-3.5925	51.5019
	-1.3623	50.8268
	-1.4049	50.9442
	-1.9336	50.8059
	0.42847	50.8684
	-3.2739	51.4198
	-2.9993	50.7643
	-3.6914	50.4785
	-4.9219	50.3665
	-2.6807	54.2588
	-2.8564	54.04
	-2.6477	53.586
	-3.9441	55.6218
	-3.4167	55.7271
	-3.175	55.943
	-3.219	55.0595
	-2.5269	50.6251
	-3.5156	51.4198
	-4.01	50.4085
	-4.2407	50.4575
	-4.5264	55.5224
	-3.7793	55.4539
	-3.9441	55.6218
	-3.2739	55.8815
	-3.4717	55.8136
	-3.4387	56.0475
	-3.5596	55.3041
	-3.9661	50.4925
	-4.4604	55.7518
	-4.5264	55.5224
	-4.3176	55.628
	-3.8342	55.7147
	-3.4497	55.8876
	-3.2849	56.1272
	-3.8342	56.1149
	-3.5815	55.9676
	-3.7354	55.9984
	-4.8889	55.8075
	-4.823	55.6466
	-4.4604	55.7518
	-4.4055	55.3791
	-3.7683	55.7766
	-3.988	55.7828
	-3.1311	56.2006
	-3.8892	55.9615
	-3.186	56.5474
	-4.4055	55.9799
	-4.7351	55.9246
	-4.3066	55.7085
	-4.9438	55.0721
	-4.5923	55.4103
	-3.9771	55.863
	-3.1311	56.1149
	-3.0762	56.4807
	-3.7354	55.8507
	-2.5598	57.2137
	-5.0208	56.3653
	-4.4055	55.9799
	-4.2847	55.9123
	-4.1968	55.7704
	-4.1418	55.9184
	-2.2223	57.2512
	-2.4939	57.4154
	-3.0103	57.4213
	-1.8677	57.5276
	-2.1643	57.1422
	-2.9553	57.5217
	-4.2407	57.4745
	-3.8123	58.5453
	-4.3616	57.2374
