	1	3	113.4	0	0	0	1	1	0	0	1	1.1	0.9;
	2	1	100.8	0	0	0	1	1	-1.4512	0	1	1.1	0.9;
	3	1	124.2	0	0	0	1	1	-0.051401	0	1	1.1	0.9;
	4	1	92.1	0	0	0	1	1	-2.2654	0	1	1.1	0.9;
	5	2	127.3	0	0	0	1	1	0.0086103	0	1	1.1	0.9;
	6	2	146.5	0	0	0	1	1	-8.351	0	1	1.1	0.9;
	7	1	93.4	0	0	0	1	1	-1.8255	0	1	1.1	0.9;
	8	2	140.1	0	0	0	1	1	-8.9042	0	1	1.1	0.9;
	9	1	166.8	0	0	0	1	1	-3.4747	0	1	1.1	0.9;
	10	1	201.7	0	0	0	1	1	-0.82827	0	1	1.1	0.9;
	11	1	241.5	0	0	0	1	1	0.2985	0	1	1.1	0.9;
	12	2	325.9	0	0	0	1	1	-10.6384	0	1	1.1	0.9;
	13	1	64.3	0	0	0	1	1	-3.4534	0	1	1.1	0.9;
	14	2	72	0	0	0	1	1	-0.71125	0	1	1.1	0.9;
	15	1	138.8	0	0	0	1	1	-11.5925	0	1	1.1	0.9;
	16	1	121.7	0	0	0	1	1	-7.5556	0	1	1.1	0.9;
	17	1	202.9	0	0	0	1	1	-0.85522	0	1	1.1	0.9;
	18	2	228.5	0	0	0	1	1	1.3706	0	1	1.1	0.9;
	19	1	207.5	0	0	0	1	1	-0.31196	0	1	1.1	0.9;
	20	1	133.9	0	0	0	1	1	0.662	0	1	1.1	0.9;
	21	1	80.5	0	0	0	1	1	-2.7167	0	1	1.1	0.9;
	22	1	504	0	0	0	1	1	-10.9353	0	1	1.1	0.9;
	23	1	49.7	0	0	0	1	1	-3.508	0	1	1.1	0.9;
	24	1	56.9	0	0	0	1	1	-3.8306	0	1	1.1	0.9;
	25	1	94	0	0	0	1	1	-0.60419	0	1	1.1	0.9;
	26	2	58.9	0	0	0	1	1	-0.74207	0	1	1.1	0.9;
	27	1	63.8	0	0	0	1	1	-0.16238	0	1	1.1	0.9;
	28	1	566.4	0	0	0	1	1	-15.6864	0	1	1.1	0.9;
	29	1	111.3	0	0	0	1	1	-8.6185	0	1	1.1	0.9;
	30	1	117.2	0	0	0	1	1	-7.6128	0	1	1.1	0.9;
	31	1	209	0	0	0	1	1	-0.43648	0	1	1.1	0.9;
	32	1	67.6	0	0	0	1	1	-3.366	0	1	1.1	0.9;
	33	1	153.3	0	0	0	1	1	1.9848	0	1	1.1	0.9;
	34	1	181.1	0	0	0	1	1	-0.57605	0	1	1.1	0.9;
	35	1	145.3	0	0	0	1	1	0.97439	0	1	1.1	0.9;
	36	1	50.9	0	0	0	1	1	-2.8838	0	1	1.1	0.9;
	37	1	60.4	0	0	0	1	1	-3.37	0	1	1.1	0.9;
	38	1	131.1	0	0	0	1	1	-10.0524	0	1	1.1	0.9;
	39	1	101.5	0	0	0	1	1	-8.4069	0	1	1.1	0.9;
	40	1	540	0	0	0	1	1	-12.1351	0	1	1.1	0.9;
	41	2	59.4	0	0	0	1	1	-3.3809	0	1	1.1	0.9;
	42	2	74.8	0	0	0	1	1	-5.4399	0	1	1.1	0.9;
	43	1	86.2	0	0	0	1	1	-0.10647	0	1	1.1	0.9;
	44	1	110.4	0	0	0	1	1	-1.1627	0	1	1.1	0.9;
	45	1	91.1	0	0	0	1	1	0.62054	0	1	1.1	0.9;
	46	1	21.3	0	0	0	1	1	-1.4106	0	1	1.1	0.9;
	47	1	555.2	0	0	0	1	1	-18.7963	0	1	1.1	0.9;
	48	1	188.8	0	0	0	1	1	-20.6946	0	1	1.1	0.9;
	49	1	159.7	0	0	0	1	1	-10.332	0	1	1.1	0.9;
	50	1	104.8	0	0	0	1	1	-6.0641	0	1	1.1	0.9;
	51	1	187.8	0	0	0	1	1	0.16283	0	1	1.1	0.9;
	52	1	69.7	0	0	0	1	1	-3.1454	0	1	1.1	0.9;
	53	1	67.2	0	0	0	1	1	-3.5204	0	1	1.1	0.9;
	54	2	152.2	0	0	0	1	1	2.8368	0	1	1.1	0.9;
	55	1	152.8	0	0	0	1	1	1.809	0	1	1.1	0.9;
	56	1	199.8	0	0	0	1	1	2.142	0	1	1.1	0.9;
	57	1	158.8	0	0	0	1	1	0.66998	0	1	1.1	0.9;
	58	1	58.2	0	0	0	1	1	-3.2321	0	1	1.1	0.9;
	59	1	60.9	0	0	0	1	1	-3.7488	0	1	1.1	0.9;
	60	1	59.7	0	0	0	1	1	-4.1821	0	1	1.1	0.9;
	61	1	258.4	0	0	0	1	1	-8.3564	0	1	1.1	0.9;
	62	1	124.8	0	0	0	1	1	-10.2025	0	1	1.1	0.9;
	63	1	180	0	0	0	1	1	-23.4411	0	1	1.1	0.9;
	64	1	108.4	0	0	0	1	1	-0.014794	0	1	1.1	0.9;
	65	1	124.3	0	0	0	1	1	-1.6672	0	1	1.1	0.9;
	66	1	123.2	0	0	0	1	1	-1.6799	0	1	1.1	0.9;
	67	1	147.9	0	0	0	1	1	4.8647	0	1	1.1	0.9;
	68	1	66.9	0	0	0	1	1	0.56507	0	1	1.1	0.9;
	69	1	94.6	0	0	0	1	1	3.4251	0	1	1.1	0.9;
	70	2	18.4	0	0	0	1	1	-1.4775	0	1	1.1	0.9;
	71	1	569.4	0	0	0	1	1	-20.208	0	1	1.1	0.9;
	72	1	185.1	0	0	0	1	1	-25.4204	0	1	1.1	0.9;
	73	1	174.9	0	0	0	1	1	-16.1576	0	1	1.1	0.9;
	74	1	188.8	0	0	0	1	1	-21.6265	0	1	1.1	0.9;
	75	1	553.1	0	0	0	1	1	-11.3308	0	1	1.1	0.9;
	76	1	98.9	0	0	0	1	1	-4.0716	0	1	1.1	0.9;
	77	1	108.2	0	0	0	1	1	-5.6757	0	1	1.1	0.9;
